"","year_data","country","name","CD_inc","UC_inc","CD_change_inc","UC_change_inc","CD_prev","UC_prev","CD_change_prev","UC_change_prev","stage","status","decade","CD_inc_impute","UC_inc_impute","CD_prev_impute","UC_prev_impute","CD_change_inc_impute","UC_change_inc_impute","CD_change_prev_impute","UC_change_prev_impute","CD_inc_ind","UC_inc_ind","CD_prev_ind","UC_prev_ind","CD_change_inc_ind","UC_change_inc_ind","CD_change_prev_ind","UC_change_prev_ind"
"998_Canada_Canada_2007",2007,"Canada","Canada",13.5303913405495,14.0069018789563,NA,NA,266.41328009791,244.311968941545,10.250020571471,10.31680558253,"unclassified","unlabelled","2000-2009",13.5303913405495,14.0069018789563,266.41328009791,244.311968941545,-0.917088934540507,1.48700009980822,10.250020571471,10.31680558253,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"999_Canada_Manitoba_2007",2007,"Canada","Manitoba",10.9558845679315,13.0896184121254,-0.619692292427263,-0.0420923896745666,269.99160667026,271.01172534017,4.17276105369456,6.45466322320101,"stage3","labelled","2000-2009",10.9558845679315,13.0896184121254,269.99160667026,271.01172534017,-0.619692292427263,-0.0420923896745666,4.17276105369456,6.45466322320101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1000_Canada_Newfoundland and Labrador_2007",2007,"Canada","Newfoundland and Labrador",25.9304004478887,17.0904912042903,-2.07630549345,2.0099572358772,417.636601153117,229.641197905924,16.533567811427,14.204998357165,"unclassified","unlabelled","2000-2009",25.9304004478887,17.0904912042903,417.636601153117,229.641197905924,-2.07630549345,2.0099572358772,16.533567811427,14.204998357165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1001_Canada_Nova Scotia_2007",2007,"Canada","Nova Scotia",23.4312172834357,24.7306058613111,1.63279328126915,-3.8837245128724,440.240844449409,413.656587483925,15.947655787518,16.6212135268165,"stage3","labelled","2000-2009",23.4312172834357,24.7306058613111,440.240844449409,413.656587483925,1.63279328126915,-3.8837245128724,15.947655787518,16.6212135268165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1002_Canada_Ontario_2007",2007,"Canada","Ontario",11.5958043310647,13.5236741004916,0.290921492989602,0.942030595476,238.840524513671,255.253921003625,7.9706096948475,10.9623501756865,"stage3","labelled","2000-2009",11.5958043310647,13.5236741004916,238.840524513671,255.253921003625,0.290921492989602,0.942030595476,7.9706096948475,10.9623501756865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1003_Canada_Quebec_2007",2007,"Canada","Quebec",14.078554893879,8.3937039478918,-0.344037855513575,-0.905478983001419,263.971414374632,165.468550070013,13.299823148747,6.89586117741334,"stage3","labelled","2000-2009",14.078554893879,8.3937039478918,263.971414374632,165.468550070013,-0.344037855513575,-0.905478983001419,13.299823148747,6.89586117741334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1004_Canada_Saskatchewan_2007",2007,"Canada","Saskatchewan",10.205553487066,8.94209242280603,0.101050081625067,0.657466095722732,266.647572601396,212.588024097005,6.11108301564161,5.645716498067,"stage3","labelled","2000-2009",10.205553487066,8.94209242280603,266.647572601396,212.588024097005,0.101050081625067,0.657466095722732,6.11108301564161,5.645716498067,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1005_Canada_Alberta_2008",2008,"Canada","Alberta",17.1586403904939,19.8561900142831,-1.16728621417,0.932678846423602,286.695209133129,228.18715334943,11.3028681003971,13.1276617439497,"unclassified","unlabelled","2000-2009",17.1586403904939,19.8561900142831,286.695209133129,228.18715334943,-1.16728621417,0.932678846423602,11.3028681003971,13.1276617439497,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1006_Canada_BC AB SK MB ON NS_2008",2008,"Canada","BC AB SK MB ON NS",NA,NA,NA,NA,263,226,NA,NA,"stage3","labelled","2000-2009",12.7178006794494,14.592529769147,263,226,0.443675242457096,0.426554603483654,11.4430931043059,9.39772732211443,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"1007_Canada_British Columbia_2008",2008,"Canada","British Columbia",12.8525365710996,17.6808597910118,-0.1747783757751,0.9714057357182,245.336769755439,297.816610237341,6.08776582351652,9.91474972529249,"unclassified","unlabelled","2000-2009",12.8525365710996,17.6808597910118,245.336769755439,297.816610237341,-0.1747783757751,0.9714057357182,6.08776582351652,9.91474972529249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1008_Canada_Canada_2008",2008,"Canada","Canada",13.8405055976381,14.8078527630644,0.3101142570886,0.800950884108099,276.425653463938,255.168819598032,10.012373366028,10.856850656487,"unclassified","unlabelled","2000-2009",13.8405055976381,14.8078527630644,276.425653463938,255.168819598032,0.3101142570886,0.800950884108099,10.012373366028,10.856850656487,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1009_Canada_Manitoba_2008",2008,"Canada","Manitoba",9.89324059193085,13.9721880152784,-1.06264397600069,0.882569603152916,272.612758342755,275.70252517554,2.62115167249453,4.69079983537051,"stage3","labelled","2000-2009",9.89324059193085,13.9721880152784,272.612758342755,275.70252517554,-1.06264397600069,0.882569603152916,2.62115167249453,4.69079983537051,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1010_Canada_Newfoundland and Labrador_2008",2008,"Canada","Newfoundland and Labrador",24.4340583407124,18.5698843389414,-1.4963421071763,1.4793931346511,432.971513797424,241.994913806416,15.334912644307,12.353715900492,"unclassified","unlabelled","2000-2009",24.4340583407124,18.5698843389414,432.971513797424,241.994913806416,-1.4963421071763,1.4793931346511,15.334912644307,12.353715900492,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1011_Canada_Nova Scotia_2008",2008,"Canada","Nova Scotia",21.8684990976571,28.7184990976571,-1.56271818577865,3.98789323634595,453.070812063301,432.361386871469,12.829967613892,18.7047993875435,"stage3","labelled","2000-2009",21.8684990976571,28.7184990976571,453.070812063301,432.361386871469,-1.56271818577865,3.98789323634595,12.829967613892,18.7047993875435,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1012_Canada_Ontario_2008",2008,"Canada","Ontario",12.1614628849346,13.7337089160884,0.565658553869982,0.210034815596799,250.199299386661,264.08580343504,11.3587748729897,8.83188243141535,"stage3","labelled","2000-2009",12.1614628849346,13.7337089160884,250.199299386661,264.08580343504,0.565658553869982,0.210034815596799,11.3587748729897,8.83188243141535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1013_Canada_Quebec_2008",2008,"Canada","Quebec",14.0366336091526,9.11298100615521,-0.0419212847263992,0.719277058263405,277.409128775801,173.065199079789,13.4377144011686,7.59664900977597,"stage3","labelled","2000-2009",14.0366336091526,9.11298100615521,277.409128775801,173.065199079789,-0.0419212847263992,0.719277058263405,13.4377144011686,7.59664900977597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1014_Canada_Saskatchewan_2008",2008,"Canada","Saskatchewan",12.6361150287333,11.3889479776634,2.4305615416673,2.44685555485737,272.748669412271,219.749266766706,6.10109681087465,7.16124266970161,"stage3","labelled","2000-2009",12.6361150287333,11.3889479776634,272.748669412271,219.749266766706,2.4305615416673,2.44685555485737,6.10109681087465,7.16124266970161,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1015_Canada_Alberta_2009",2009,"Canada","Alberta",15.8195333726919,19.3259247903504,-1.339107017802,-0.530265223932702,295.799725998029,240.346927738112,9.10451686489967,12.1597743886823,"unclassified","unlabelled","2000-2009",15.8195333726919,19.3259247903504,295.799725998029,240.346927738112,-1.339107017802,-0.530265223932702,9.10451686489967,12.1597743886823,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1016_Canada_British Columbia_2009",2009,"Canada","British Columbia",13.3318036524607,18.7280098927425,0.479267081361099,1.0471501017307,252.591614429549,309.538849303425,7.25484467410902,11.7222390660835,"unclassified","unlabelled","2000-2009",13.3318036524607,18.7280098927425,252.591614429549,309.538849303425,0.479267081361099,1.0471501017307,7.25484467410902,11.7222390660835,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1017_Canada_Canada_2009",2009,"Canada","Canada",13.7758506365577,14.8638210427819,-0.0646549610804001,0.0559682797175007,286.415105025614,266.080784898015,9.98945156167605,10.911965299983,"unclassified","unlabelled","2000-2009",13.7758506365577,14.8638210427819,286.415105025614,266.080784898015,-0.0646549610804001,0.0559682797175007,9.98945156167605,10.911965299983,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1018_Canada_Manitoba_2009",2009,"Canada","Manitoba",10.9092927427442,15.0966824871996,1.0160521508134,1.12449447192125,275.664477342416,282.06100992245,3.05171899966149,6.35848474691045,"stage3","labelled","2000-2009",10.9092927427442,15.0966824871996,275.664477342416,282.06100992245,1.0160521508134,1.12449447192125,3.05171899966149,6.35848474691045,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1019_Canada_Newfoundland and Labrador_2009",2009,"Canada","Newfoundland and Labrador",23.2220160193207,20.1257472167446,-1.2120423213917,1.5558628778032,442.959955568543,255.82920981285,9.98844177111903,13.834296006434,"unclassified","unlabelled","2000-2009",23.2220160193207,20.1257472167446,442.959955568543,255.82920981285,-1.2120423213917,1.5558628778032,9.98844177111903,13.834296006434,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1020_Canada_Nova Scotia_2009",2009,"Canada","Nova Scotia",21.5870476482827,25.6711859203929,-0.281451449374401,-3.0473131772642,465.908525051673,449.109942865419,12.8377129883715,16.74855599395,"stage3","labelled","2000-2009",21.5870476482827,25.6711859203929,465.908525051673,449.109942865419,-0.281451449374401,-3.0473131772642,12.8377129883715,16.74855599395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1021_Canada_Ontario_2009",2009,"Canada","Ontario",13.8017570698424,15.6789191239346,1.64029418490777,1.9452102078462,257.907662238528,278.691068476087,7.7083628518678,14.6052650410471,"unclassified","unlabelled","2000-2009",13.8017570698424,15.6789191239346,257.907662238528,278.691068476087,1.64029418490777,1.9452102078462,7.7083628518678,14.6052650410471,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1022_Canada_Quebec_2009",2009,"Canada","Quebec",11.436391669258,8.10874593271806,-2.6002419398946,-1.00423507343715,288.714703846542,195.04338880302,11.3055750707414,21.978189723231,"unclassified","unlabelled","2000-2009",11.436391669258,8.10874593271806,288.714703846542,195.04338880302,-2.6002419398946,-1.00423507343715,11.3055750707414,21.978189723231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1023_Canada_Saskatchewan_2009",2009,"Canada","Saskatchewan",10.9045580759917,9.00952582236098,-1.73155695274154,-2.37942215530243,278.656517473692,224.642874229101,5.90784806142079,4.89360746239501,"stage3","labelled","2000-2009",10.9045580759917,9.00952582236098,278.656517473692,224.642874229101,-1.73155695274154,-2.37942215530243,5.90784806142079,4.89360746239501,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1024_Canada_Alberta_2010",2010,"Canada","Alberta",14.4691354584385,19.5869222594788,-1.3503979142534,0.260997469128402,304.541200408991,255.199706285818,8.74147441096267,14.8527785477064,"unclassified","unlabelled","2010-2019",14.4691354584385,19.5869222594788,304.541200408991,255.199706285818,-1.3503979142534,0.260997469128402,8.74147441096267,14.8527785477064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1025_Canada_British Columbia_2010",2010,"Canada","British Columbia",13.2570574796453,20.5797902428953,-0.0747461728154004,1.8517803501528,260.545881000678,321.871447711208,7.95426657112947,12.3325984077831,"unclassified","unlabelled","2010-2019",13.2570574796453,20.5797902428953,260.545881000678,321.871447711208,-0.0747461728154004,1.8517803501528,7.95426657112947,12.3325984077831,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1026_Canada_Canada_2010",2010,"Canada","Canada",13.3246595264634,15.0156215496079,-0.4511911100943,0.151800506826,295.485007151891,276.926850467774,9.06990212627699,10.846065569759,"unclassified","unlabelled","2010-2019",13.3246595264634,15.0156215496079,295.485007151891,276.926850467774,-0.4511911100943,0.151800506826,9.06990212627699,10.846065569759,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1027_Canada_Manitoba_2010",2010,"Canada","Manitoba",10.1297834171595,14.4462712364226,-0.779509325584748,-0.650411250777001,277.060008262586,292.298863594433,1.3955309201703,10.2378536719825,"stage3","labelled","2010-2019",10.1297834171595,14.4462712364226,277.060008262586,292.298863594433,-0.779509325584748,-0.650411250777001,1.3955309201703,10.2378536719825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1028_Canada_Newfoundland and Labrador_2010",2010,"Canada","Newfoundland and Labrador",24.32908244877,17.624217206983,1.1070664294493,-2.5015300097616,455.356133706507,266.662069044787,12.396178137964,10.832859231937,"unclassified","unlabelled","2010-2019",24.32908244877,17.624217206983,455.356133706507,266.662069044787,1.1070664294493,-2.5015300097616,12.396178137964,10.832859231937,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1029_Canada_Nova Scotia_2010",2010,"Canada","Nova Scotia",24.3072177576432,24.7317979804842,2.7201701093605,-0.939387939908702,526.161041155622,440.077400974624,60.2525161039495,-9.03254189079496,"unclassified","unlabelled","2010-2019",24.3072177576432,24.7317979804842,526.161041155622,440.077400974624,2.7201701093605,-0.939387939908702,60.2525161039495,-9.03254189079496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1030_Canada_Ontario_2010",2010,"Canada","Ontario",12.9341406348372,15.2712690485482,-0.8676164350052,-0.4076500753864,266.53216567814,289.698164766337,8.624503439612,11.007096290249,"unclassified","unlabelled","2010-2019",12.9341406348372,15.2712690485482,266.53216567814,289.698164766337,-0.8676164350052,-0.4076500753864,8.624503439612,11.007096290249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1031_Canada_Quebec_2010",2010,"Canada","Quebec",11.64048629235,8.04618662461462,0.204094623091999,-0.0625593081034399,300.142939622576,202.327542349048,11.428235776034,7.28415354602799,"unclassified","unlabelled","2010-2019",11.64048629235,8.04618662461462,300.142939622576,202.327542349048,0.204094623091999,-0.0625593081034399,11.428235776034,7.28415354602799,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1032_Canada_Saskatchewan_2010",2010,"Canada","Saskatchewan",9.92688735396973,8.5202193856031,-0.97767072202199,-0.489306436757875,283.3159807845,228.817336863206,4.6594633108088,4.174462634105,"stage3","labelled","2010-2019",9.92688735396973,8.5202193856031,283.3159807845,228.817336863206,-0.97767072202199,-0.489306436757875,4.6594633108088,4.174462634105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1033_Canada_Alberta_2011",2011,"Canada","Alberta",16.7325146541463,18.0521136016342,2.2633791957078,-1.5348086578446,316.249004354003,266.782656494063,11.7078039450113,11.5829502082443,"unclassified","unlabelled","2010-2019",16.7325146541463,18.0521136016342,316.249004354003,266.782656494063,2.2633791957078,-1.5348086578446,11.7078039450113,11.5829502082443,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1034_Canada_British Columbia_2011",2011,"Canada","British Columbia",14.6820242268948,20.2127716285541,1.4249667472495,-0.367018614341198,269.582964958703,334.907190243134,9.03708395802499,13.035742531926,"unclassified","unlabelled","2010-2019",14.6820242268948,20.2127716285541,269.582964958703,334.907190243134,1.4249667472495,-0.367018614341198,9.03708395802499,13.035742531926,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1035_Canada_Canada_2011",2011,"Canada","Canada",14.0878656127443,15.1740865609474,0.763206086280901,0.1584650113395,305.600162128979,288.133609257459,10.115154977088,11.206758789685,"unclassified","unlabelled","2010-2019",14.0878656127443,15.1740865609474,305.600162128979,288.133609257459,0.763206086280901,0.1584650113395,10.115154977088,11.206758789685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1036_Canada_Manitoba_2011",2011,"Canada","Manitoba",10.8958138822307,12.7022490594975,0.766030465071198,-1.7440221769251,276.60734721181,293.345764593015,-0.452661050776328,1.04690099858249,"stage3","labelled","2010-2019",10.8958138822307,12.7022490594975,276.60734721181,293.345764593015,0.766030465071198,-1.7440221769251,-0.452661050776328,1.04690099858249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1037_Canada_Newfoundland and Labrador_2011",2011,"Canada","Newfoundland and Labrador",27.0476705669916,18.6667022222899,2.7185881182216,1.0424850153069,473.524711475641,282.095775420525,18.168577769134,15.433706375738,"unclassified","unlabelled","2010-2019",27.0476705669916,18.6667022222899,473.524711475641,282.095775420525,2.7185881182216,1.0424850153069,18.168577769134,15.433706375738,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1038_Canada_Nova Scotia_2011",2011,"Canada","Nova Scotia",26.0517604000534,21.9216032634595,1.7445426424102,-2.8101947170247,542.003698079159,453.787777700117,15.842656923537,13.7103767254929,"unclassified","unlabelled","2010-2019",26.0517604000534,21.9216032634595,542.003698079159,453.787777700117,1.7445426424102,-2.8101947170247,15.842656923537,13.7103767254929,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1039_Canada_Ontario_2011",2011,"Canada","Ontario",12.9247474301508,16.5593613515817,-0.00939320468640048,1.2880923030335,274.57753923846,302.052796532848,8.04537356031949,12.354631766511,"unclassified","unlabelled","2010-2019",12.9247474301508,16.5593613515817,274.57753923846,302.052796532848,-0.00939320468640048,1.2880923030335,8.04537356031949,12.354631766511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1040_Canada_Quebec_2011",2011,"Canada","Quebec",12.2172267894552,8.28223043088835,0.576740497105201,0.236043806273729,312.800980376236,210.166281703266,12.65804075366,7.83873935421801,"unclassified","unlabelled","2010-2019",12.2172267894552,8.28223043088835,312.800980376236,210.166281703266,0.576740497105201,0.236043806273729,12.65804075366,7.83873935421801,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1041_Canada_Saskatchewan_2011",2011,"Canada","Saskatchewan",11.0969908702977,9.79770760143437,1.170103516328,1.27748821583127,288.611685666393,231.8246282795,5.29570488189239,3.00729141629378,"stage3","labelled","2010-2019",11.0969908702977,9.79770760143437,288.611685666393,231.8246282795,1.170103516328,1.27748821583127,5.29570488189239,3.00729141629378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1042_Canada_Alberta_2012",2012,"Canada","Alberta",14.2468231133025,18.0666235132459,-2.4856915408438,0.0145099116117002,323.693422262334,277.701122082188,7.44441790833099,10.918465588125,"unclassified","unlabelled","2010-2019",14.2468231133025,18.0666235132459,323.693422262334,277.701122082188,-2.4856915408438,0.0145099116117002,7.44441790833099,10.918465588125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1043_Canada_British Columbia_2012",2012,"Canada","British Columbia",12.7442399648417,18.7222081957725,-1.9377842620531,-1.4905634327816,275.028952480082,344.746653832616,5.44598752137904,9.83946358948202,"unclassified","unlabelled","2010-2019",12.7442399648417,18.7222081957725,275.028952480082,344.746653832616,-1.9377842620531,-1.4905634327816,5.44598752137904,9.83946358948202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1044_Canada_Canada_2012",2012,"Canada","Canada",13.0190558380094,15.1142127611082,-1.0688097747349,-0.0598737998391989,313.754200700601,298.043491421727,8.15403857162204,9.90988216426803,"unclassified","unlabelled","2010-2019",13.0190558380094,15.1142127611082,313.754200700601,298.043491421727,-1.0688097747349,-0.0598737998391989,8.15403857162204,9.90988216426803,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1045_Canada_Manitoba_2012",2012,"Canada","Manitoba",9.32011040220805,11.7701464029281,-1.57570348002265,-0.93210265656945,277.119246794726,295.028681976838,0.511899582915987,1.68291738382203,"stage3","labelled","2010-2019",9.32011040220805,11.7701464029281,277.119246794726,295.028681976838,-1.57570348002265,-0.93210265656945,0.511899582915987,1.68291738382203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1046_Canada_Newfoundland and Labrador_2012",2012,"Canada","Newfoundland and Labrador",26.0285554151745,18.4289771917659,-1.0191151518171,-0.237725030524,489.222848131929,293.913687790328,15.698136656288,11.817912369803,"unclassified","unlabelled","2010-2019",26.0285554151745,18.4289771917659,489.222848131929,293.913687790328,-1.0191151518171,-0.237725030524,15.698136656288,11.817912369803,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1047_Canada_Nova Scotia_2012",2012,"Canada","Nova Scotia",25.7514822998299,21.8304747068517,-0.300278100223501,-0.0911285566077993,558.160729519359,468.825340306368,16.1570314402001,15.037562606251,"unclassified","unlabelled","2010-2019",25.7514822998299,21.8304747068517,558.160729519359,468.825340306368,-0.300278100223501,-0.0911285566077993,16.1570314402001,15.037562606251,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1048_Canada_Ontario_2012",2012,"Canada","Ontario",12.1353495488488,16.7131767940453,-0.789397881302,0.1538154424636,281.45885251295,312.524157395848,6.88131327449003,10.471360863,"unclassified","unlabelled","2010-2019",12.1353495488488,16.7131767940453,281.45885251295,312.524157395848,-0.789397881302,0.1538154424636,6.88131327449003,10.471360863,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1049_Canada_Quebec_2012",2012,"Canada","Quebec",11.8346116740133,8.49759852903468,-0.382615115441901,0.21536809814633,324.645479569106,217.749411649848,11.84449919287,7.58312994658201,"unclassified","unlabelled","2010-2019",11.8346116740133,8.49759852903468,324.645479569106,217.749411649848,-0.382615115441901,0.21536809814633,11.84449919287,7.58312994658201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1050_Canada_Saskatchewan_2012",2012,"Canada","Saskatchewan",9.9468724192276,9.1556030902587,-1.15011845107013,-0.642104511175667,291.708125546106,235.00879087256,3.09643987971339,3.18416259306039,"stage3","labelled","2010-2019",9.9468724192276,9.1556030902587,291.708125546106,235.00879087256,-1.15011845107013,-0.642104511175667,3.09643987971339,3.18416259306039,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1051_Canada_Alberta_2013",2013,"Canada","Alberta",14.3179709877717,19.4674166939001,0.0711478744691991,1.4007931806542,332.941309237055,301.782643274154,9.24788697472104,24.0815211919663,"unclassified","unlabelled","2010-2019",14.3179709877717,19.4674166939001,332.941309237055,301.782643274154,0.0711478744691991,1.4007931806542,9.24788697472104,24.0815211919663,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1052_Canada_British Columbia_2013",2013,"Canada","British Columbia",12.6347790760283,19.0709571352701,-0.1094608888134,0.3487489394976,280.514541499707,353.284067192797,5.48558901962451,8.53741336018146,"unclassified","unlabelled","2010-2019",12.6347790760283,19.0709571352701,280.514541499707,353.284067192797,-0.1094608888134,0.3487489394976,5.48558901962451,8.53741336018146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1053_Canada_Canada_2013",2013,"Canada","Canada",13.3510827190871,15.6202970862495,0.332026881077701,0.5060843251413,322.290087616627,308.93900489754,8.53588691602596,10.8955134758129,"unclassified","unlabelled","2010-2019",13.3510827190871,15.6202970862495,322.290087616627,308.93900489754,0.332026881077701,0.5060843251413,8.53588691602596,10.8955134758129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1054_Canada_Manitoba_2013",2013,"Canada","Manitoba",10.7542186585694,13.8381490091885,1.43410825636135,2.06800260626045,275.151838369186,295.962409718433,-1.96740842554004,0.933727741595533,"stage3","labelled","2010-2019",10.7542186585694,13.8381490091885,275.151838369186,295.962409718433,1.43410825636135,2.06800260626045,-1.96740842554004,0.933727741595533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1055_Canada_Newfoundland and Labrador_2013",2013,"Canada","Newfoundland and Labrador",28.8362669175928,18.5918036705532,2.8077115024183,0.162826478787302,506.721506163752,306.575048281776,17.498658031823,12.661360491448,"unclassified","unlabelled","2010-2019",28.8362669175928,18.5918036705532,506.721506163752,306.575048281776,2.8077115024183,0.162826478787302,17.498658031823,12.661360491448,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1056_Canada_Nova Scotia_2013",2013,"Canada","Nova Scotia",24.3504594687134,20.2034379871421,-1.4010228311165,-1.6270367197096,576.754987590836,483.712838965839,18.5942580714769,14.887498659471,"unclassified","unlabelled","2010-2019",24.3504594687134,20.2034379871421,576.754987590836,483.712838965839,-1.4010228311165,-1.6270367197096,18.5942580714769,14.887498659471,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1057_Canada_Ontario_2013",2013,"Canada","Ontario",12.5085292996756,17.4749335364107,0.373179750826798,0.761756742365399,287.58658350467,322.975541138618,6.12773099171955,10.451383742771,"unclassified","unlabelled","2010-2019",12.5085292996756,17.4749335364107,287.58658350467,322.975541138618,0.373179750826798,0.761756742365399,6.12773099171955,10.451383742771,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1058_Canada_Quebec_2013",2013,"Canada","Quebec",12.920916102815,8.55640818258931,1.0863044288017,0.058809653554631,338.089085278046,225.918765904563,13.44360570894,8.16935425471499,"unclassified","unlabelled","2010-2019",12.920916102815,8.55640818258931,338.089085278046,225.918765904563,1.0863044288017,0.058809653554631,13.44360570894,8.16935425471499,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1059_Canada_Saskatchewan_2013",2013,"Canada","Saskatchewan",8.88335205911237,9.43350752587893,-1.06352036011523,0.277904435620234,294.504829819937,238.076791635894,2.79670427383098,3.06800076333323,"stage3","labelled","2010-2019",8.88335205911237,9.43350752587893,294.504829819937,238.076791635894,-1.06352036011523,0.277904435620234,2.79670427383098,3.06800076333323,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1060_Canada_Alberta_2014",2014,"Canada","Alberta",15.721237481781,20.8636983403075,1.4032664940093,1.3962816464074,334.161601242282,299.588589023309,1.22029200522758,-2.19405425084466,"unclassified","unlabelled","2010-2019",15.721237481781,20.8636983403075,334.161601242282,299.588589023309,1.4032664940093,1.3962816464074,1.22029200522758,-2.19405425084466,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1061_Canada_British Columbia_2014",2014,"Canada","British Columbia",12.7679381564414,19.1200405004947,0.133159080413099,0.0490833652246003,283.908328708355,359.726839571015,3.39378720864897,6.44277237821706,"unclassified","unlabelled","2010-2019",12.7679381564414,19.1200405004947,283.908328708355,359.726839571015,0.133159080413099,0.0490833652246003,3.39378720864897,6.44277237821706,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
