"","year_data","country","name","CD_inc","UC_inc","CD_change_inc","UC_change_inc","CD_prev","UC_prev","CD_change_prev","UC_change_prev","stage","status","decade","CD_inc_impute","UC_inc_impute","CD_prev_impute","UC_prev_impute","CD_change_inc_impute","UC_change_inc_impute","CD_change_prev_impute","UC_change_prev_impute","CD_inc_ind","UC_inc_ind","CD_prev_ind","UC_prev_ind","CD_change_inc_ind","UC_change_inc_ind","CD_change_prev_ind","UC_change_prev_ind"
"1458_Denmark_Denmark_1994",1994,"Denmark","Denmark",9.09553506104558,20.3164064855355,-0.75876097668286,0.752622568782574,93.047192906845,161.686048140457,8.33873583565389,18.931973340019,"stage3","labelled","1990-1999",9.09553506104558,20.3164064855355,93.047192906845,161.686048140457,-0.75876097668286,0.752622568782574,8.33873583565389,18.931973340019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1459_Denmark_North Jutland_1994",1994,"Denmark","North Jutland",8.85906,16.10738,0.805368999999999,2.14765,NA,NA,NA,NA,"stage3","labelled","1990-1999",8.85906,16.10738,93.0482045973854,161.719781869868,0.805368999999999,2.14765,8.3246018611778,18.9313208828469,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1460_Denmark_Denmark_1995",1995,"Denmark","Denmark",8.47828969717144,20.4776505177133,-0.61724536387414,0.161244032177777,93.6041985024602,180.258798693211,0.557005595615209,18.5727505527535,"stage3","labelled","1990-1999",8.47828969717144,20.4776505177133,93.6041985024602,180.258798693211,-0.61724536387414,0.161244032177777,0.557005595615209,18.5727505527535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1461_Denmark_North Jutland_1995",1995,"Denmark","North Jutland",7.516779,16.24161,-1.342281,0.134230000000002,NA,NA,NA,NA,"stage3","labelled","1990-1999",7.516779,16.24161,93.6794297278709,180.345579815995,-1.342281,0.134230000000002,0.629118861651298,18.555566684604,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1462_Denmark_Denmark_1996",1996,"Denmark","Denmark",10.2220184046538,20.2767602824638,1.74372870748236,-0.200890235249449,107.043826311544,195.761749558551,13.4396278090838,15.5029508653405,"stage3","labelled","1990-1999",10.2220184046538,20.2767602824638,107.043826311544,195.761749558551,1.74372870748236,-0.200890235249449,13.4396278090838,15.5029508653405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1463_Denmark_North Jutland_1996",1996,"Denmark","North Jutland",9.798658,16.24161,2.281879,0,NA,NA,NA,NA,"stage3","labelled","1990-1999",9.798658,16.24161,106.912872143891,195.610690611415,2.281879,0,13.3141010390629,15.5328626358626,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1464_Denmark_Denmark_1997",1997,"Denmark","Denmark",10.6210439692468,22.0491484197896,0.399025564593025,1.77238813732582,116.376165206407,209.465728810945,9.332338894863,13.703979252394,"stage3","labelled","1990-1999",10.6210439692468,22.0491484197896,116.376165206407,209.465728810945,0.399025564593025,1.77238813732582,9.332338894863,13.703979252394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1465_Denmark_North Jutland_1997",1997,"Denmark","North Jutland",10.06711,13.8255,0.268452,-2.41611,NA,NA,NA,NA,"stage3","labelled","1990-1999",10.06711,13.8255,116.348369560839,209.42491257458,0.268452,-2.41611,9.34457213544625,13.7093373494267,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1466_Denmark_Denmark_1998",1998,"Denmark","Denmark",11.528000560994,24.3286098883393,0.906956591747225,2.27946146854968,124.425041223459,230.983438923247,8.04887601705201,21.517710112302,"stage3","labelled","1990-1999",11.528000560994,24.3286098883393,124.425041223459,230.983438923247,0.906956591747225,2.27946146854968,8.04887601705201,21.517710112302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1467_Denmark_North Jutland_1998",1998,"Denmark","North Jutland",8.724832,15.30201,-1.342278,1.47651,NA,NA,NA,NA,"stage3","labelled","1990-1999",8.724832,15.30201,124.242194977657,230.494621291574,-1.342278,1.47651,8.07803243197711,21.3402056569701,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1468_Denmark_Denmark_1999",1999,"Denmark","Denmark",11.9862376931403,24.6090430873602,0.458237132146284,0.280433199020898,133.639722566041,250.424153914176,9.214681342582,19.440714990929,"stage3","labelled","1990-1999",11.9862376931403,24.6090430873602,133.639722566041,250.424153914176,0.458237132146284,0.280433199020898,9.214681342582,19.440714990929,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1469_Denmark_North Jutland_1999",1999,"Denmark","North Jutland",11.54362,15.97315,2.818788,0.671140000000001,NA,NA,NA,NA,"stage3","labelled","1990-1999",11.54362,15.97315,133.65664992853,250.542001662534,2.818788,0.671140000000001,9.17759429956276,19.4446056067677,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1470_Denmark_Denmark_2000",2000,"Denmark","Denmark",10.5342068722483,24.6603211696382,-1.452030820892,0.0512780822779675,136.527475376358,270.528595272966,2.88775281031701,20.1044413587895,"stage3","labelled","2000-2009",10.5342068722483,24.6603211696382,136.527475376358,270.528595272966,-1.452030820892,0.0512780822779675,2.88775281031701,20.1044413587895,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1471_Denmark_North Jutland_2000",2000,"Denmark","North Jutland",10.20134,16.10738,-1.34228,0.134229999999999,NA,NA,NA,NA,"stage3","labelled","2000-2009",10.20134,16.10738,136.792064846073,270.842273877182,-1.34228,0.134229999999999,3.08805094012626,19.970525740818,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1472_Denmark_Denmark_2001",2001,"Denmark","Denmark",10.7372846612354,24.925915806908,0.203077788987034,0.265594637269832,148.41195291056,284.617993194924,11.884477534202,14.0893979219585,"stage3","labelled","2000-2009",10.7372846612354,24.925915806908,148.41195291056,284.617993194924,0.203077788987034,0.265594637269832,11.884477534202,14.0893979219585,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1473_Denmark_North Jutland_2001",2001,"Denmark","North Jutland",9.530201,15.97315,-0.671139,-0.134229999999999,NA,NA,NA,NA,"stage3","labelled","2000-2009",9.530201,15.97315,148.643019885945,285.263318482141,-0.671139,-0.134229999999999,11.7733171609858,14.3290026143631,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1474_Denmark_Denmark_2002",2002,"Denmark","Denmark",12.0594444063099,27.8369898515991,1.32215974507453,2.91107404469107,156.436180924725,307.028107142684,8.024228014165,22.41011394776,"stage3","labelled","2000-2009",12.0594444063099,27.8369898515991,156.436180924725,307.028107142684,1.32215974507453,2.91107404469107,8.024228014165,22.41011394776,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1475_Denmark_North Jutland_2002",2002,"Denmark","North Jutland",8.85906,19.86577,-0.671141,3.89262,151.347599021689,293.614342102077,NA,NA,"stage3","labelled","2000-2009",8.85906,19.86577,151.347599021689,293.614342102077,-0.671141,3.89262,8.05324884968747,22.3504068455469,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"1476_Denmark_Denmark_2003",2003,"Denmark","Denmark",12.2855013362692,26.2028802231609,0.226056929959274,-1.63410962843817,165.621923130043,327.048536393756,9.18574220531801,20.020429251072,"stage3","labelled","2000-2009",12.2855013362692,26.2028802231609,165.621923130043,327.048536393756,0.226056929959274,-1.63410962843817,9.18574220531801,20.020429251072,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1477_Denmark_North Jutland_2003",2003,"Denmark","North Jutland",7.785235,20.80537,-1.073825,0.939599999999999,142.8571,285.7143,-8.490499021689,-7.90004210207701,"stage3","labelled","2000-2009",7.785235,20.80537,142.8571,285.7143,-1.073825,0.939599999999999,-8.490499021689,-7.90004210207701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1478_Denmark_COPENHAGEN_2004",2004,"Denmark","COPENHAGEN",8.78978305329827,12.379976131406,0.132481921108189,0.2399980109505,NA,NA,NA,NA,"stage3","labelled","2000-2009",8.78978305329827,12.379976131406,153.930840061726,301.217417022478,0.132481921108189,0.2399980109505,11.0075098344355,15.4414926606247,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1479_Denmark_Copenhagen County_2004",2004,"Denmark","Copenhagen County",8.62471670487953,14.5671052479544,0.168726392073294,0.388925437329533,NA,NA,NA,NA,"stage3","labelled","2000-2009",8.62471670487953,14.5671052479544,174.605512478593,347.602860184956,0.168726392073294,0.388925437329533,9.14530171856419,20.9126048375155,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1480_Denmark_Denmark_2004",2004,"Denmark","Denmark",12.023210396942,30.2942007117691,-0.262290939327185,4.09132048860823,174.707195626527,347.878137705326,9.08527249648401,20.82960131157,"stage3","labelled","2000-2009",12.023210396942,30.2942007117691,174.707195626527,347.878137705326,-0.262290939327185,4.09132048860823,9.08527249648401,20.82960131157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1481_Denmark_North Jutland_2004",2004,"Denmark","North Jutland",12.08054,21.87919,4.295305,1.07382,154.0179,301.3393,11.1608,15.625,"stage3","labelled","2000-2009",12.08054,21.87919,154.0179,301.3393,4.295305,1.07382,11.1608,15.625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1482_Denmark_Denmark_2005",2005,"Denmark","Denmark",13.2992658609335,30.0941964143246,1.27605546399151,-0.200004297444565,181.260989530675,378.894391004059,6.55379390414799,31.0162532987334,"stage3","labelled","2000-2009",13.2992658609335,30.0941964143246,181.260989530675,378.894391004059,1.27605546399151,-0.200004297444565,6.55379390414799,31.0162532987334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1483_Denmark_North Jutland_2005",2005,"Denmark","North Jutland",12.08054,25.10067,0,3.22148,167.4107,328.125,13.3928,26.7857,"stage3","labelled","2000-2009",12.08054,25.10067,167.4107,328.125,0,3.22148,13.3928,26.7857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1484_Denmark_Denmark_2006",2006,"Denmark","Denmark",12.0616075923094,28.8360649508359,-1.2376582686241,-1.25813146348866,191.20940037577,389.710840323987,9.948410845095,10.8164493199275,"stage3","labelled","2000-2009",12.0616075923094,28.8360649508359,191.20940037577,389.710840323987,-1.2376582686241,-1.25813146348866,9.948410845095,10.8164493199275,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1485_Denmark_North Jutland_2006",2006,"Denmark","North Jutland",9.798658,20.67114,-2.281882,-4.42953,174.1071,348.2143,6.69640000000001,20.0893,"stage3","labelled","2000-2009",9.798658,20.67114,174.1071,348.2143,-2.281882,-4.42953,6.69640000000001,20.0893,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1486_Denmark_Denmark_2007",2007,"Denmark","Denmark",12.8064035633695,28.0694604416478,0.744795971060048,-0.766604509188102,198.57694445257,404.48489191798,7.36754407679999,14.774051593993,"stage3","labelled","2000-2009",12.8064035633695,28.0694604416478,198.57694445257,404.48489191798,0.744795971060048,-0.766604509188102,7.36754407679999,14.774051593993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1487_Denmark_North Jutland_2007",2007,"Denmark","North Jutland",7.516779,27.65101,-2.281879,6.97987,156.25,323.6607,-17.8571,-24.5536,"stage3","labelled","2000-2009",7.516779,27.65101,156.25,323.6607,-2.281879,6.97987,-17.8571,-24.5536,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1488_Denmark_Denmark_2008",2008,"Denmark","Denmark",14.333291224304,31.3852910846328,1.52688766093457,3.31583064298502,206.976296221114,428.049317072807,8.39935176854402,23.564425154827,"stage3","labelled","2000-2009",14.333291224304,31.3852910846328,206.976296221114,428.049317072807,1.52688766093457,3.31583064298502,8.39935176854402,23.564425154827,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1489_Denmark_North Jutland_2008",2008,"Denmark","North Jutland",7.785235,30.06711,0.268456,2.4161,162.9464,350.4464,6.69640000000001,26.7857,"stage3","labelled","2000-2009",7.785235,30.06711,162.9464,350.4464,0.268456,2.4161,6.69640000000001,26.7857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1490_Denmark_Denmark_2009",2009,"Denmark","Denmark",13.2500036644997,31.7670176559498,-1.08328755980434,0.381726571317003,214.081925828964,449.38928475719,7.10562960784998,21.339967684383,"stage3","labelled","2000-2009",13.2500036644997,31.7670176559498,214.081925828964,449.38928475719,-1.08328755980434,0.381726571317003,7.10562960784998,21.339967684383,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1491_Denmark_North Jutland_2009",2009,"Denmark","North Jutland",8.322148,24.02685,0.536913,-6.04026,169.6429,366.0714,6.69649999999999,15.625,"stage3","labelled","2000-2009",8.322148,24.02685,169.6429,366.0714,0.536913,-6.04026,6.69649999999999,15.625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1492_Denmark_Amager_2010",2010,"Denmark","Amager",5.01312985762176,11.7228682459926,NA,NA,NA,NA,NA,NA,"unclassified","unlabelled","2010-2019",5.01312985762176,11.7228682459926,189.803202771128,410.841781209257,4.81925348768612,3.21781442216237,20.0707442805244,44.587111453878,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1493_Denmark_ARHUS_2010",2010,"Denmark","ARHUS",8.47004107969924,12.7,NA,NA,NA,NA,NA,NA,"unclassified","unlabelled","2010-2019",8.47004107969924,12.7,203.360087764648,437.19153444741,2.93053398493931,1.04276387082314,15.9733688899672,37.8525857427418,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1494_Denmark_Denmark_2010",2010,"Denmark","Denmark",13.3195025740136,29.5319634075892,0.0694989095138787,-2.23505424836064,223.863112300523,477.025983736075,9.78118647155949,27.6366989788845,"stage3","labelled","2010-2019",13.3195025740136,29.5319634075892,223.863112300523,477.025983736075,0.0694989095138787,-2.23505424836064,9.78118647155949,27.6366989788845,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1495_Denmark_Funen_2010",2010,"Denmark","Funen",10.7345690569806,19.9712912688011,NA,NA,NA,NA,NA,NA,"unclassified","unlabelled","2010-2019",10.7345690569806,19.9712912688011,210.361832477595,450.794924728295,1.9534958324528,-0.0766049152718375,13.85875012073,34.3638794295953,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1496_Denmark_Herlev_2010",2010,"Denmark","Herlev",6.76445336728365,16.6779581776889,NA,NA,NA,NA,NA,NA,"unclassified","unlabelled","2010-2019",6.76445336728365,16.6779581776889,223.485626189235,476.253507706065,0.0727530894569799,-2.26154644123287,9.7597106002693,27.5530724244111,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1497_Denmark_HERNING_2010",2010,"Denmark","HERNING",6.49182030641392,14.7147926945382,NA,NA,NA,NA,NA,NA,"unclassified","unlabelled","2010-2019",6.49182030641392,14.7147926945382,189.762103802253,410.768094260517,4.82674379341967,3.21992742672442,20.0814120931603,44.6193584631613,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1498_Denmark_North Jutland_2010",2010,"Denmark","North Jutland",13.15436,27.24832,4.832212,3.22147,189.7321,410.7143,20.0892,44.6429,"stage3","labelled","2010-2019",13.15436,27.24832,189.7321,410.7143,4.832212,3.22147,20.0892,44.6429,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1499_Denmark_VIBORG_2010",2010,"Denmark","VIBORG",8.64534149098889,15.9606304449026,NA,NA,NA,NA,NA,NA,"unclassified","unlabelled","2010-2019",8.64534149098889,15.9606304449026,223.827205085484,476.952504309698,0.0698084534560264,-2.23757423740894,9.77914364480238,27.6287442579433,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1500_Denmark_Amager_2011",2011,"Denmark","Amager",5.2,16.2,0.186870142378245,4.4771317540074,NA,NA,NA,NA,"unclassified","unlabelled","2010-2019",5.2,16.2,232.832134349133,488.010898792547,0.186870142378245,4.4771317540074,8.91752023828188,10.9221388503663,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1501_Denmark_Denmark_2011",2011,"Denmark","Denmark",14.7709909734095,32.6071827842556,1.4514883993959,3.07521937666638,232.778910187749,487.89356221946,8.91579788722552,10.8675784833855,"stage3","labelled","2010-2019",14.7709909734095,32.6071827842556,232.778910187749,487.89356221946,1.4514883993959,3.07521937666638,8.91579788722552,10.8675784833855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1502_Denmark_Herlev_2011",2011,"Denmark","Herlev",3.8,17.7,-2.96445336728365,1.02204182231115,NA,NA,NA,NA,"unclassified","unlabelled","2010-2019",3.8,17.7,232.512050332483,487.415105240753,-2.96445336728365,1.02204182231115,8.98506509791173,11.0769616495754,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1503_Denmark_North Jutland_2011",2011,"Denmark","North Jutland",15.8792167570624,33.8452216779826,2.7248567570624,6.5969016779826,NA,NA,NA,NA,"stage3","labelled","2010-2019",15.8792167570624,33.8452216779826,232.633923632324,487.633613681331,2.7248567570624,6.5969016779826,8.95343117707069,10.9813376098735,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1504_Denmark_Denmark_2012",2012,"Denmark","Denmark",14.0229255106223,28.5543496866001,-0.748065462787148,-4.05283309765548,241.992874951278,508.20642430665,9.21396476352899,20.31286208719,"stage3","labelled","2010-2019",14.0229255106223,28.5543496866001,241.992874951278,508.20642430665,-0.748065462787148,-4.05283309765548,9.21396476352899,20.31286208719,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1505_Denmark_North Jutland_2012",2012,"Denmark","North Jutland",12.08054,31.54362,-3.7986767570624,-2.3016016779826,NA,NA,NA,NA,"stage3","labelled","2010-2019",12.08054,31.54362,242.146062870862,509.134522427539,-3.7986767570624,-2.3016016779826,9.16546493755966,20.796324759036,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1506_Denmark_Denmark_2013",2013,"Denmark","Denmark",14.7679345999812,29.9841221997911,0.745009089358886,1.42977251319105,248.991158805225,550.60594322395,6.9982838539475,42.3995189172999,"stage3","labelled","2010-2019",14.7679345999812,29.9841221997911,248.991158805225,550.60594322395,0.745009089358886,1.42977251319105,6.9982838539475,42.3995189172999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1507_Denmark_North Jutland_2013",2013,"Denmark","North Jutland",13.28859,29.66443,1.20805,-1.87919,NA,NA,NA,NA,"stage3","labelled","2010-2019",13.28859,29.66443,248.905373180781,550.08620591658,1.20805,-1.87919,7.02544387980021,42.1287785918714,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1508_Denmark_Denmark_2014",2014,"Denmark","Denmark",15.4741403373731,28.7691068529114,0.706205737391921,-1.2150153468797,261.396183290877,545.514025901985,12.4050244856515,-5.09191732196496,"stage3","labelled","2010-2019",15.4741403373731,28.7691068529114,261.396183290877,545.514025901985,0.706205737391921,-1.2150153468797,12.4050244856515,-5.09191732196496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1509_Denmark_North Jutland_2014",2014,"Denmark","North Jutland",16.37584,34.89933,3.08725,5.2349,NA,NA,NA,NA,"stage3","labelled","2010-2019",16.37584,34.89933,261.165799721961,545.608591945496,3.08725,5.2349,12.3046116082422,-4.20991611459804,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1510_Denmark_Denmark_2015",2015,"Denmark","Denmark",14.9053353944281,26.682695887861,-0.568804942945,-2.0864109650504,275.725314006639,568.119509311538,14.3291307157625,22.605483409553,"stage3","labelled","2010-2019",14.9053353944281,26.682695887861,275.725314006639,568.119509311538,-0.568804942945,-2.0864109650504,14.3291307157625,22.605483409553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1511_Denmark_North Jutland_2015",2015,"Denmark","North Jutland",15.83893,27.51678,-0.536910000000001,-7.38255,245.5357,522.3214,11.16072,22.32142,"stage3","labelled","2010-2019",15.83893,27.51678,245.5357,522.3214,-0.536910000000001,-7.38255,11.16072,22.32142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1512_Denmark_Denmark_2016",2016,"Denmark","Denmark",16.9206942195818,28.9819135149676,2.01535882515366,2.29921762710662,287.655848687035,585.823621437048,11.9305346803951,17.7041121255105,"stage3","labelled","2010-2019",16.9206942195818,28.9819135149676,287.655848687035,585.823621437048,2.01535882515366,2.29921762710662,11.9305346803951,17.7041121255105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1513_Denmark_North Jutland_2016",2016,"Denmark","North Jutland",15.57047,26.84564,-0.268459999999999,-0.671140000000001,NA,NA,NA,NA,"stage3","labelled","2010-2019",15.57047,26.84564,286.628949606572,584.275422419862,-0.268459999999999,-0.671140000000001,11.9117664183621,17.8166831718702,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1514_Denmark_Denmark_2017",2017,"Denmark","Denmark",14.2705258583529,25.8230770283536,-2.65016836122891,-3.15883648661401,289.88480493877,596.813447780001,2.2289562517355,10.9898263429525,"stage3","labelled","2010-2019",14.2705258583529,25.8230770283536,289.88480493877,596.813447780001,-2.65016836122891,-3.15883648661401,2.2289562517355,10.9898263429525,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1515_Denmark_North Jutland_2017",2017,"Denmark","North Jutland",19.19463,22.28188,3.62416,-4.56376,NA,NA,NA,NA,"stage3","labelled","2010-2019",19.19463,22.28188,289.840748541551,596.596228552682,3.62416,-4.56376,2.42071263662098,11.1225374454003,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1516_Denmark_Denmark_2018",2018,"Denmark","Denmark",13.3324513933962,24.3911513863682,-0.938074464956667,-1.43192564198543,294.117084607426,603.011301376829,4.23227966865602,6.19785359682805,"stage3","labelled","2010-2019",13.3324513933962,24.3911513863682,294.117084607426,603.011301376829,-0.938074464956667,-1.43192564198543,4.23227966865602,6.19785359682805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1517_Denmark_North Jutland_2018",2018,"Denmark","North Jutland",15.97315,22.14765,-3.22148,-0.134230000000002,NA,NA,NA,NA,"stage3","labelled","2010-2019",15.97315,22.14765,294.087238731361,602.967594347804,-3.22148,-0.134230000000002,4.21815230772975,6.23164640729569,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1518_Denmark_North Jutland_2019",2019,"Denmark","North Jutland",14.09396,18.65772,-1.87919,-3.48993,NA,NA,NA,NA,"stage3","labelled","2010-2019",14.09396,18.65772,296.622103718581,589.39769332784,-1.87919,-3.48993,7.48628460272764,8.46513809684972,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1519_Denmark_North Jutland_2020",2020,"Denmark","North Jutland",11.67785,16.24161,-2.41611,-2.41611,299.1071,575.8929,10.71428,10.7143,"unclassified","unlabelled","2020-2024",11.67785,16.24161,299.1071,575.8929,-2.41611,-2.41611,10.71428,10.7143,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1521_Denmark_COPENHAGEN_2022",2022,"Denmark","COPENHAGEN",8.75,15.1666666666667,-0.0022101696276817,0.154816140847817,NA,NA,NA,NA,"unclassified","unlabelled","2020-2024",8.75,15.1666666666667,299.1071,575.8929,-0.0022101696276817,0.154816140847817,10.71428,10.7143,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1522_England_Oxfordshire_1952",1952,"England","Oxfordshire",NA,5.2,NA,NA,NA,NA,NA,NA,"stage2","labelled","1950-1959",2.1,5.2,9,79.9,0.0399999999999999,-0.45,1.41489364804022,10.6761,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1523_England_Derby_1953",1953,"England","Derby",2.1,NA,NA,NA,NA,NA,NA,NA,"stage2","labelled","1950-1959",2.1,4.74920809555742,9,79.9,0.0399999999999999,-0.45,1.41489364804022,10.6761,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1524_England_Oxfordshire_1954",1954,"England","Oxfordshire",NA,4.3,NA,-0.45,NA,NA,NA,NA,"stage2","labelled","1950-1959",2.14003044547226,4.3,9,79.9,0.0399999999999999,-0.45,1.41489364804022,10.6761,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1526_England_Oxfordshire_1956",1956,"England","Oxfordshire",NA,6.9,NA,1.3,NA,NA,NA,NA,"stage2","labelled","1950-1959",2.22022324302161,6.9,9,79.9,0.0399999999999999,1.3,1.41489364804022,10.6761,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1528_England_Derby_1958",1958,"England","Derby",2.3,NA,0.0399999999999999,NA,NA,NA,NA,NA,"stage2","labelled","1950-1959",2.3,8.00103725487051,9,79.9,0.0399999999999999,0.55018304497715,1.41489364804022,10.6761,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"1529_England_Nottingham_1958",1958,"England","Nottingham",0.5,NA,NA,NA,NA,NA,NA,NA,"stage2","labelled","1950-1959",0.5,8.00664935129538,9,79.9,0.0423483954730531,0.551173414934479,1.41489364804022,10.6761,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1530_England_Oxfordshire_1958",1958,"England","Oxfordshire",NA,8,NA,0.55,NA,NA,NA,NA,"stage2","labelled","1950-1959",2.29995026262492,8,9,79.9,0.0399999999999999,0.55,1.41489364804022,10.6761,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1531_England_Nottingham_1959",1959,"England","Nottingham",0.9,NA,0.4,NA,NA,NA,NA,NA,"stage2","labelled","1950-1959",0.9,8.86135006680299,9,79.9,0.4,0.702002952965233,1.41489364804022,10.6761,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"1532_England_Nottingham_1960",1960,"England","Nottingham",0.6,NA,-0.3,NA,NA,NA,NA,NA,"stage2","labelled","1960-1969",0.6,9.66974548946294,9,79.9,-0.3,0.844660968728755,1.41489364804022,10.6761,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"1533_England_Oxfordshire_1960",1960,"England","Oxfordshire",NA,9.7,NA,0.85,9,79.9,NA,NA,"stage2","labelled","1960-1969",0.610695255389154,9.7,9,79.9,-0.278609489221692,0.85,1.41489364804022,10.6761,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"1534_England_Nottingham_1961",1961,"England","Nottingham",0.9,NA,0.3,NA,NA,NA,NA,NA,"stage2","labelled","1960-1969",0.9,9.28962476316072,12.4441770406704,85.4123926390542,0.3,0.831871329218728,1.41489364804022,10.6761,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
