country,year,ahdi,percent_urban,western_diet_index,obesity,UHC_index,predicted_stage
Kiribati,1974,,28.96,0.217566209,,,
Kiribati,1975,,29.606,0.24417831,15.9,,
Kiribati,1976,,30.262,0.210633254,16.7,,
Kiribati,1977,,30.925,0.236915562,17.5,,
Kiribati,1978,,31.596,0.233118426,18.2,,
Kiribati,1979,,32.036,0.251644737,19,,
Kiribati,1980,,32.284,0.236947791,19.8,,
Kiribati,1981,,32.532,0.236551724,20.5,,
Kiribati,1982,,32.782,0.239848589,21.2,,
Kiribati,1983,,33.032,0.222980251,21.9,,
Kiribati,1984,,33.284,0.232600072,22.6,,
Kiribati,1985,,33.541,0.246748555,23.2,,
Kiribati,1986,,33.828,0.234508349,23.9,,
Kiribati,1987,,34.116,0.242446848,24.6,,
Kiribati,1988,,34.405,0.243050338,25.3,,
Kiribati,1989,,34.695,0.240917782,26,,
Kiribati,1990,,34.987,0.236491488,26.7,,
Kiribati,1991,,35.272,0.267691208,27.4,,
Kiribati,1992,,35.555,0.270299145,28.2,,
Kiribati,1993,,35.839,0.252785515,28.9,,
Kiribati,1994,,36.123,0.257713249,29.7,,
Kiribati,1995,,36.409,0.276160776,30.4,,
Kiribati,1996,,37.386,0.268677657,31.2,,
Kiribati,1997,,38.752,0.256239016,32.1,,
Kiribati,1998,,40.138,0.273630137,33,,
Kiribati,1999,,41.54,0.283236994,33.9,,
Kiribati,2000,,42.958,0.290355677,34.9,27.53,
Kiribati,2001,,43.473,0.281133986,35.8,,
Kiribati,2002,,43.492,0.291510399,36.6,,
Kiribati,2003,,43.512,0.292574932,37.4,,
Kiribati,2004,,43.532,0.284048027,38.2,,
Kiribati,2005,,43.551,0.2833941,38.9,32.13,
Kiribati,2006,,44.03,0.281553398,39.6,,
Kiribati,2007,,44.866,0.28101945,40.3,,
Kiribati,2008,,45.706,0.278395686,40.9,,
Kiribati,2009,,46.547,0.27818062,41.6,,
Kiribati,2010,,47.39,0.253530378,42.2,41.05,
Kiribati,2011,,48.235,0.288610039,42.8,,
Kiribati,2012,,49.082,0.277813096,43.5,,
Kiribati,2013,,49.927,0.309364014,44.1,,
Kiribati,2014,,50.773,0.314733542,44.7,,
Kiribati,2015,,51.619,0.2972804,45.3,44.74,
Kiribati,2016,,52.45,0.315124724,46,,
Kiribati,2017,,53.262,0.306527909,,46.61,
Kiribati,2018,,54.057,0.31183134,,,
Kiribati,2019,,54.835,0.309974747,,48.1,
Kiribati,2020,,55.594,,,,
Kiribati,2021,,56.335,,,47.71,
Kiribati,2022,,57.058,,,,
Kiribati,2023,,57.762,,,,
Kiribati,2024,,58.448,,,,
Kiribati,2025,,59.115,,,,
Kiribati,2026,,59.763,,,,
Kiribati,2027,,60.393,,,,
Kiribati,2028,,61.004,,,,
Kiribati,2029,,61.596,,,,
Kiribati,2030,,62.169,,,,
Kuwait,1950,0.16594846,61.5,,,,
Kuwait,1951,,63.134,,,,
Kuwait,1952,,64.741,,,,
Kuwait,1953,,66.311,,,,
Kuwait,1954,,67.847,,,,
Kuwait,1955,0.181409553,69.346,,,,
Kuwait,1956,,70.807,,,,
Kuwait,1957,,72.078,,,,
Kuwait,1958,,73.037,,,,
Kuwait,1959,,73.975,,,,
Kuwait,1960,0.201367995,74.893,,,,
Kuwait,1961,,75.787,0.441301821,,,
Kuwait,1962,,76.66,0.412927757,,,
Kuwait,1963,,77.511,0.425667597,,,
Kuwait,1964,,78.341,0.408295282,,,
Kuwait,1965,0.260621872,79.273,0.415471698,,,
Kuwait,1966,,80.716,0.412860796,,,
Kuwait,1967,,82.081,0.385351491,,,
Kuwait,1968,,83.371,0.396267838,,,
Kuwait,1969,,84.582,0.394201807,,,
Kuwait,1970,0.286427776,85.661,0.392281753,,,
Kuwait,1971,,86.444,0.401692959,,,
Kuwait,1972,,87.192,0.415442561,,,
Kuwait,1973,,87.902,0.422127988,,,
Kuwait,1974,,88.579,0.418694477,,,
Kuwait,1975,0.295139499,89.384,0.427653948,18.6,,
Kuwait,1976,,90.745,0.442154736,19,,
Kuwait,1977,,91.944,0.445232187,19.4,,
Kuwait,1978,,93,0.446312178,19.8,,
Kuwait,1979,,93.928,0.4584165,20.3,,
Kuwait,1986,,97.917,0.463374755,24.3,,Stage 2
Kuwait,1981,,95.67,0.443524346,21.3,,Stage 2
Kuwait,1985,0.339220781,97.903,0.448161643,23.6,,Stage 2
Kuwait,1980,0.265604927,94.781,0.456757646,20.8,,Stage 2
Kuwait,1987,,97.932,0.454194793,24.9,,Stage 2
Kuwait,1984,,97.551,0.466088075,23,,Stage 2
Kuwait,1983,,97.034,0.465333763,22.4,,Stage 2
Kuwait,1989,,97.96,0.44096233,26,,Stage 2
Kuwait,1988,,97.946,0.446119307,25.5,,Stage 2
Kuwait,1982,,96.414,0.471172325,21.9,,Stage 2
Kuwait,1998,,98.705,0.441569767,28.7,,Stage 2
Kuwait,1999,,98.862,0.436096718,29.1,,Stage 2
Kuwait,1996,,98.325,0.437574671,27.8,,Stage 2
Kuwait,1997,,98.527,0.452130765,28.2,,Stage 2
Kuwait,1995,0.371941517,98.096,0.442523506,27.4,,Stage 2
Kuwait,1991,,97.988,0.326052211,26.7,,Stage 2
Kuwait,1990,0.279516998,97.974,0.399659864,26.4,,Stage 2
Kuwait,1994,,98.029,0.431137725,27.2,,Stage 2
Kuwait,1993,,98.016,0.424695242,27,,Stage 2
Kuwait,1992,,98.002,0.399204244,26.9,,Stage 2
Kuwait,2000,0.375760716,99,0.440890919,29.6,74.35,
Kuwait,2001,,99.908,0.449915588,30.1,,
Kuwait,2002,,100,0.453605286,30.5,,
Kuwait,2003,,100,0.456619718,31,,
Kuwait,2004,,100,0.440382452,31.5,,
Kuwait,2005,0.387982614,100,0.45163957,32,76.26,
Kuwait,2006,,100,0.433633143,32.5,,
Kuwait,2007,,100,0.440011007,33,,
Kuwait,2008,,100,0.449311991,33.5,,
Kuwait,2009,,100,0.449450859,34,,
Kuwait,2010,0.394868015,100,0.415929204,34.6,74.3,
Kuwait,2011,,100,0.398293421,35.1,,
Kuwait,2012,,100,0.381147541,35.6,,
Kuwait,2013,,100,0.39047619,36.2,,
Kuwait,2014,,100,0.380092972,36.8,,
Kuwait,2015,0.420773603,100,0.393162393,37.4,77.2,
Kuwait,2016,,100,0.394839068,37.9,,
Kuwait,2017,,100,0.400781468,,77.82,
Kuwait,2018,,100,0.401398601,,,
Kuwait,2019,,100,0.394700139,,77.34,
Kuwait,2020,0.401472713,100,,,,
Kuwait,2021,,100,,,77.81,
Kuwait,2022,,100,,,,
Kuwait,2023,,100,,,,
Kuwait,2024,,100,,,,
Kuwait,2025,,100,,,,
Kuwait,2026,,100,,,,
Kuwait,2027,,100,,,,
Kuwait,2028,,100,,,,
Kuwait,2029,,100,,,,
Kuwait,2030,,100,,,,
Lebanon,1950,0.19565725,32,,,,
Lebanon,1951,,32.839,,,,
Lebanon,1952,,33.691,,,,
Lebanon,1953,,34.551,,,,
Lebanon,1954,,35.422,,,,
Lebanon,1955,0.218367882,36.303,,,,
Lebanon,1956,,37.195,,,,
Lebanon,1957,,38.093,,,,
Lebanon,1958,,39,,,,
Lebanon,1959,,40.659,,,,
Lebanon,1960,0.225174213,42.343,,,,
Lebanon,1961,,44.039,0.280564263,,,
Lebanon,1962,,45.752,0.307483521,,,
Lebanon,1963,,47.475,0.32407045,,,
Lebanon,1964,,49.207,0.313197384,,,
Lebanon,1965,0.246773408,50.935,0.325212684,,,
Lebanon,1966,,52.664,0.326483133,,,
Lebanon,1967,,54.386,0.329515082,,,
Lebanon,1968,,56.101,0.33909125,,,
Lebanon,1969,,57.796,0.345636294,,,
Lebanon,1970,0.264204173,59.475,0.355758267,,,
Lebanon,1971,,61.06,0.339886578,,,
Lebanon,1972,,62.58,0.329842932,,,
Lebanon,1973,,64.072,0.350624763,,,
Lebanon,1974,,65.54,0.356330553,,,
Lebanon,1975,0.273510053,66.978,0.353079639,11.1,,
Lebanon,1976,,68.387,0.365444618,11.7,,
Lebanon,1977,,69.759,0.368900218,12.3,,
Lebanon,1978,,71.099,0.380798274,12.9,,
Lebanon,1979,,72.403,0.390864714,13.5,,
Lebanon,1980,0.283779747,73.672,0.397619048,14.1,,
Lebanon,1981,,74.899,0.39089969,14.7,,
Lebanon,1982,,76.089,0.377503338,15.3,,
Lebanon,1983,,77.24,0.380240494,15.9,,
Lebanon,1984,,78.353,0.381765464,16.5,,
Lebanon,1985,0.292681032,79.422,0.369529984,17,,
Lebanon,1986,,80.454,0.358242463,17.6,,
Lebanon,1987,,81.446,0.337484433,18.2,,
Lebanon,1988,,82.4,0.359891762,18.8,,
Lebanon,1989,,82.763,0.36077975,19.3,,
Lebanon,1990,0.281305247,83.12,0.353555878,19.9,,
Lebanon,1991,,83.472,0.358842075,20.4,,
Lebanon,1992,,83.818,0.354342143,20.9,,
Lebanon,1993,,84.157,0.357142857,21.4,,
Lebanon,1994,,84.491,0.357246167,21.8,,
Lebanon,1995,0.323113726,84.82,0.34440913,22.3,,
Lebanon,1996,,85.142,0.345017381,22.8,,
Lebanon,1997,,85.459,0.353793691,23.3,,
Lebanon,1998,,85.77,0.364830146,23.7,,
Lebanon,1999,,85.885,0.374011299,24.2,,
Lebanon,2000,0.339206979,86,0.373758036,24.6,53.68,
Lebanon,2001,,86.118,0.371653085,24.9,,
Lebanon,2002,,86.24,0.378863703,25.3,,
Lebanon,2003,,86.366,0.385817308,25.6,,
Lebanon,2004,,86.494,0.38372799,25.9,,
Lebanon,2005,0.375528775,86.627,0.382133995,26.3,63.14,
Lebanon,2006,,86.762,0.397586634,26.7,,
Lebanon,2007,,86.901,0.407926829,27.2,,
Lebanon,2008,,87.042,0.408315234,27.7,,
Lebanon,2009,,87.187,0.410526316,28.2,,
Lebanon,2017,,88.429,0.382511816,,72.97,Stage 2
Lebanon,2015,0.430145716,88.106,0.386023295,31.4,71.15,Stage 2
Lebanon,2018,,88.593,0.397189856,,,Stage 2
Lebanon,2013,,87.79,0.407166124,30.3,,Stage 2
Lebanon,2016,,88.266,0.38088874,32,,Stage 2
Lebanon,2019,,88.758,0.398432175,,73.64,Stage 2
Lebanon,2014,,87.947,0.392692561,30.8,,Stage 2
Lebanon,2011,,87.484,0.418338109,29.2,,Stage 2
Lebanon,2010,0.424168509,87.334,0.422677165,28.7,67.21,Stage 2
Lebanon,2012,,87.636,0.401412974,29.7,,Stage 2
Lebanon,2020,0.40147188,88.925,,,,
Lebanon,2021,,89.093,,,72.62,
Lebanon,2022,,89.262,,,,
Lebanon,2023,,89.432,,,,
Lebanon,2024,,89.603,,,,
Lebanon,2025,,89.774,,,,
Lebanon,2026,,89.945,,,,
Lebanon,2027,,90.113,,,,
Lebanon,2028,,90.279,,,,
Lebanon,2029,,90.443,,,,
Lebanon,2030,,90.604,,,,
Liberia,1950,0.084621778,12.97,,,,
Liberia,1951,,13.462,,,,
Liberia,1952,,13.971,,,,
Liberia,1953,,14.495,,,,
Liberia,1954,,15.035,,,,
Liberia,1955,0.089908434,15.592,,,,
Liberia,1956,,16.167,,,,
Liberia,1957,,16.756,,,,
Liberia,1958,,17.364,,,,
Liberia,1959,,17.989,,,,
Liberia,1960,0.098850579,18.632,,,,
Liberia,1961,,19.291,0.110695936,,,
Liberia,1962,,19.969,0.120476409,,,
Liberia,1963,,20.664,0.127152318,,,
Liberia,1964,,21.378,0.119141481,,,
Liberia,1965,0.108810408,22.108,0.146191105,,,
Liberia,1966,,22.856,0.141489804,,,
Liberia,1967,,23.622,0.156684028,,,
Liberia,1968,,24.407,0.141645462,,,
Liberia,1969,,25.207,0.146768402,,,
Liberia,1970,0.120590875,26.025,0.136964357,,,
Liberia,1971,,26.86,0.145305804,,,
Liberia,1972,,27.713,0.15165104,,,
Liberia,1973,,28.581,0.159274194,,,
Liberia,1974,,29.47,0.161652627,,,
Liberia,1975,0.144321729,30.382,0.17146486,1.3,,
Liberia,1976,,31.311,0.173177608,1.4,,
Liberia,1977,,32.252,0.168256391,1.5,,
Liberia,1978,,33.209,0.181887658,1.6,,
Liberia,1979,,34.181,0.170428894,1.7,,
Liberia,1989,,52.814,0.135529764,3.8,,
Liberia,1980,0.125066047,35.167,0.162130638,1.9,,
Liberia,1981,,36.163,0.150653344,2,,
Liberia,1982,,37.173,0.16641395,2.1,,
Liberia,1983,,38.194,0.192675159,2.3,,
Liberia,1984,,39.834,0.189112903,2.5,,
Liberia,1985,0.141472579,42.373,0.199920032,2.7,,
Liberia,1986,,44.956,0.190884301,2.9,,
Liberia,1987,,47.567,0.169140625,3.1,,
Liberia,1988,,50.195,0.158270677,3.4,,
Liberia,1990,0.107925024,55.422,0.151147099,4.1,,
Liberia,1991,,58,0.213897028,4.4,,
Liberia,1992,,55.019,0.219606164,4.7,,
Liberia,1993,,52.009,0.231229848,4.9,,
Liberia,1994,,48.981,0.242324043,5,,
Liberia,1995,0.125575795,45.96,0.235092864,5.1,,
Liberia,1996,,42.964,0.226608187,5.2,,
Liberia,1997,,43.304,0.235798016,5.3,,
Liberia,1998,,43.646,0.220045558,5.4,,
Liberia,1999,,43.988,0.206475833,5.5,,
Liberia,2009,,47.445,0.223828296,7.7,,
Liberia,2000,0.176017072,44.331,0.190980212,5.6,20.39,
Liberia,2001,,44.673,0.19894535,5.7,,
Liberia,2002,,45.017,0.204728132,5.9,,
Liberia,2003,,45.361,0.217887726,6.1,,
Liberia,2004,,45.706,0.228651423,6.3,,
Liberia,2005,0.216106034,46.051,0.22875226,6.6,22.7,
Liberia,2006,,46.396,0.235809875,6.8,,
Liberia,2007,,46.742,0.224954463,7.1,,
Liberia,2008,,47.088,0.221538462,7.4,,
Liberia,2010,0.273283528,47.813,0.235136343,8,33.27,
Liberia,2011,,48.193,0.231353283,8.3,,
Liberia,2012,,48.583,0.258136424,8.6,,
Liberia,2013,,48.985,0.239819005,8.9,,
Liberia,2014,,49.397,0.245653143,9.2,,
Liberia,2015,0.278799822,49.82,0.256202075,9.6,36.86,
Liberia,2016,,50.254,0.241210503,9.9,,
Liberia,2017,,50.697,0.231448763,,40.29,
Liberia,2018,,51.151,0.224231465,,,
Liberia,2019,,51.615,0.196176604,,43.47,
Liberia,2020,0.293026738,52.089,,,,
Liberia,2021,,52.573,,,44.71,
Liberia,2022,,53.065,,,,
Liberia,2023,,53.567,,,,
Liberia,2024,,54.077,,,,
Liberia,2025,,54.596,,,,
Liberia,2026,,55.123,,,,
Liberia,2027,,55.657,,,,
Liberia,2028,,56.199,,,,
Liberia,2029,,56.746,,,,
Liberia,2030,,57.3,,,,
Madagascar,1950,0.083744076,7.8,,,,
Madagascar,1951,,8.049,,,,
Madagascar,1952,,8.307,,,,
Madagascar,1953,,8.57,,,,
Madagascar,1954,,8.842,,,,
Madagascar,1955,0.092834316,9.122,,,,
Madagascar,1956,,9.409,,,,
Madagascar,1957,,9.704,,,,
Madagascar,1958,,10.008,,,,
Madagascar,1959,,10.32,,,,
Madagascar,1960,0.107066684,10.642,,,,
Madagascar,1961,,10.971,0.162282477,,,
Madagascar,1962,,11.309,0.16475879,,,
Madagascar,1963,,11.657,0.158126501,,,
Madagascar,1964,,12.014,0.157215487,,,
Madagascar,1965,0.120447253,12.379,0.148675366,,,
Madagascar,1966,,12.747,0.16498994,,,
Madagascar,1967,,13.074,0.158333333,,,
Madagascar,1968,,13.41,0.157181572,,,
Madagascar,1969,,13.751,0.151782292,,,
Madagascar,1970,0.127047234,14.1,0.155460552,,,
Madagascar,1971,,14.526,0.156758803,,,
Madagascar,1972,,14.964,0.158766859,,,
Madagascar,1973,,15.411,0.157608696,,,
Madagascar,1974,,15.869,0.155172414,,,
Madagascar,1975,0.122546474,16.334,0.161814745,0.5,,
Madagascar,1976,,16.755,0.164229471,0.6,,
Madagascar,1977,,17.184,0.159207921,0.6,,
Madagascar,1978,,17.622,0.179027113,0.6,,
Madagascar,1979,,18.068,0.17775974,0.7,,
Madagascar,1980,0.128431975,18.524,0.175996778,0.7,,
Madagascar,1981,,18.988,0.174418605,0.8,,
Madagascar,1982,,19.461,0.173143351,0.8,,
Madagascar,1983,,19.943,0.156831043,0.9,,
Madagascar,1984,,20.434,0.15782984,0.9,,
Madagascar,1985,0.134343423,20.933,0.159109646,1,,
Madagascar,1986,,21.442,0.155693582,1,,
Madagascar,1987,,21.959,0.160085837,1.1,,
Madagascar,1988,,22.487,0.16621743,1.2,,
Madagascar,1989,,23.021,0.162247191,1.2,,
Madagascar,1998,,26.586,0.160548213,2.1,,
Madagascar,1999,,26.853,0.157352941,2.2,,
Madagascar,1990,0.150218846,23.566,0.164051995,1.3,,
Madagascar,1991,,24.119,0.168855535,1.4,,
Madagascar,1992,,24.681,0.163704397,1.5,,
Madagascar,1993,,25.251,0.165103189,1.6,,
Madagascar,1994,,25.536,0.16892546,1.7,,
Madagascar,1995,0.208878,25.796,0.17063685,1.8,,
Madagascar,1996,,26.058,0.167723062,1.9,,
Madagascar,1997,,26.321,0.16869227,2,,
Madagascar,2000,0.212077952,27.121,0.151396374,2.3,16.61,
Madagascar,2001,,27.391,0.132345679,2.4,,
Madagascar,2002,,27.663,0.125063036,2.5,,
Madagascar,2003,,27.936,0.138377302,2.7,,
Madagascar,2004,,28.211,0.135390742,2.8,,
Madagascar,2005,0.223844279,28.814,0.134449761,3,20.55,
Madagascar,2006,,29.425,0.140085187,3.1,,
Madagascar,2007,,30.043,0.138077286,3.3,,
Madagascar,2008,,30.67,0.140047962,3.5,,
Madagascar,2009,,31.301,0.137535817,3.7,,
Madagascar,2010,0.180013917,31.938,0.136683889,3.9,25.45,
Madagascar,2011,,32.58,0.124941725,4.1,,
Madagascar,2012,,33.227,0.122601778,4.3,,
Madagascar,2013,,33.878,0.12824278,4.5,,
Madagascar,2014,,34.534,0.128192288,4.8,,
Madagascar,2015,0.254174784,35.193,0.134158927,5.1,28.98,
Madagascar,2016,,35.856,0.138888889,5.3,,
Madagascar,2017,,36.522,0.143518519,,30.13,
Madagascar,2018,,37.191,0.143528184,,,
Madagascar,2019,,37.861,0.138874548,,32.78,
Madagascar,2020,0.239452504,38.534,,,,
Madagascar,2021,,39.207,,,34.94,
Madagascar,2022,,39.882,,,,
Madagascar,2023,,40.556,,,,
Madagascar,2024,,41.231,,,,
Madagascar,2025,,41.904,,,,
Madagascar,2026,,42.577,,,,
Madagascar,2027,,43.247,,,,
Madagascar,2028,,43.915,,,,
Madagascar,2029,,44.579,,,,
Madagascar,2030,,45.24,,,,
Malaysia,1950,0.135884725,20.361,,,,
Malaysia,1951,,20.947,,,,
Malaysia,1952,,21.547,,,,
Malaysia,1953,,22.158,,,,
Malaysia,1954,,22.781,,,,
Malaysia,1955,0.161393875,23.417,,,,
Malaysia,1956,,24.066,,,,
Malaysia,1957,,24.723,,,,
Malaysia,1958,,25.338,,,,
Malaysia,1959,,25.962,,,,
Malaysia,1960,0.181613854,26.598,,,,
Malaysia,1961,,27.241,0.274707543,,,
Malaysia,1962,,27.895,0.250199521,,,
Malaysia,1963,,28.558,0.24290851,,,
Malaysia,1964,,29.232,0.268873637,,,
Malaysia,1965,0.202464177,29.913,0.268342116,,,
Malaysia,1966,,30.604,0.278936605,,,
Malaysia,1967,,31.304,0.278481013,,,
Malaysia,1968,,32.013,0.302261008,,,
Malaysia,1969,,32.729,0.287086856,,,
Malaysia,1970,0.20304153,33.454,0.299810964,,,
Malaysia,1971,,34.271,0.276702786,,,
Malaysia,1972,,35.104,0.284890427,,,
Malaysia,1973,,35.944,0.276515152,,,
Malaysia,1974,,36.794,0.285981308,,,
Malaysia,1975,0.24832431,37.652,0.307020873,1.4,,
Malaysia,1976,,38.519,0.312288613,1.5,,
Malaysia,1977,,39.391,0.328576793,1.7,,
Malaysia,1978,,40.271,0.335055351,1.8,,
Malaysia,1979,,41.158,0.341612671,1.9,,
Malaysia,1987,,47.45,0.406877898,3.2,,Stage 1
Malaysia,1980,0.279683724,42.044,0.363148479,2,,Stage 1
Malaysia,1988,,48.232,0.408304498,3.4,,Stage 1
Malaysia,1986,,46.671,0.416857361,3,,Stage 1
Malaysia,1982,,43.574,0.368212873,2.3,,Stage 1
Malaysia,1989,,49.012,0.407250289,3.6,,Stage 1
Malaysia,1981,,42.807,0.361679225,2.2,,Stage 1
Malaysia,1985,0.296839518,45.893,0.417228464,2.8,,Stage 1
Malaysia,1984,,45.119,0.391445004,2.6,,Stage 1
Malaysia,1983,,44.345,0.390808693,2.5,,Stage 1
Malaysia,1999,,60.742,0.392732355,6.6,,Stage 1
Malaysia,1996,,56.969,0.424284236,5.5,,Stage 1
Malaysia,1998,,59.496,0.400420757,6.2,,Stage 1
Malaysia,1995,0.338680466,55.688,0.428275147,5.1,,Stage 1
Malaysia,1997,,58.237,0.410559222,5.8,,Stage 1
Malaysia,1994,,54.402,0.415954416,4.8,,Stage 1
Malaysia,1991,,50.576,0.407337368,4,,Stage 1
Malaysia,1993,,53.109,0.410025243,4.5,,Stage 1
Malaysia,1990,0.309892764,49.794,0.412893323,3.8,,Stage 1
Malaysia,1992,,51.814,0.39992722,4.3,,Stage 1
Malaysia,2009,,70.075,0.389189189,11.5,,Stage 1
Malaysia,2000,0.352946602,61.977,0.382215848,7,51.96,Stage 1
Malaysia,2001,,62.922,0.396601591,7.5,,Stage 1
Malaysia,2007,,68.36,0.373554913,10.4,,Stage 1
Malaysia,2008,,69.225,0.379462643,10.9,,Stage 1
Malaysia,2002,,63.856,0.387988209,7.9,,Stage 1
Malaysia,2006,,67.483,0.371220401,9.9,,Stage 1
Malaysia,2003,,64.78,0.391240876,8.4,,Stage 1
Malaysia,2004,,65.694,0.378018018,8.9,,Stage 1
Malaysia,2005,0.388415071,66.594,0.357979502,9.4,64.04,Stage 1
Malaysia,2010,0.404395006,70.912,0.404985549,12,68.77,Stage 1
Malaysia,2016,,74.84,0.414483261,15.6,,Stage 1
Malaysia,2015,0.413953309,74.213,0.420086393,14.9,74.82,Stage 1
Malaysia,2012,,72.275,0.395008913,13.1,,Stage 1
Malaysia,2014,,73.577,0.420669578,14.3,,Stage 1
Malaysia,2018,,76.036,0.402027027,,,Stage 1
Malaysia,2013,,72.93,0.398713826,13.7,,Stage 1
Malaysia,2017,,75.447,0.413395751,,77.41,Stage 1
Malaysia,2011,,71.609,0.3977028,12.6,,Stage 1
Malaysia,2019,,76.607,0.398611619,,77.73,Stage 1
Malaysia,2020,0.476578856,77.16,,,,
Malaysia,2021,,77.696,,,75.99,
Malaysia,2022,,78.214,,,,
Malaysia,2023,,78.716,,,,
Malaysia,2024,,79.201,,,,
Malaysia,2025,,79.67,,,,
Malaysia,2026,,80.124,,,,
Malaysia,2027,,80.562,,,,
Malaysia,2028,,80.984,,,,
Malaysia,2029,,81.392,,,,
Malaysia,2030,,81.786,,,,
Nepal,1959,,3.39,,,,
Nepal,1958,,3.303,,,,
Nepal,1950,0.039378171,2.677,,,,
Nepal,1951,,2.749,,,,
Nepal,1952,,2.822,,,,
Nepal,1953,,2.897,,,,
Nepal,1954,,2.974,,,,
Nepal,1955,0.054822061,3.053,,,,
Nepal,1956,,3.135,,,,
Nepal,1957,,3.218,,,,
Nepal,1960,0.066074152,3.48,,,,
Nepal,1961,,3.571,0.125854214,,,
Nepal,1962,,3.612,0.125496877,,,
Nepal,1963,,3.653,0.128482092,,,
Nepal,1964,,3.695,0.127743388,,,
Nepal,1965,0.063618279,3.737,0.119750284,,,
Nepal,1966,,3.78,0.123130035,,,
Nepal,1967,,3.823,0.12369338,,,
Nepal,1968,,3.867,0.119074492,,,
Nepal,1969,,3.911,0.122905028,,,
Nepal,1970,0.072432483,3.956,0.124507042,,,
Nepal,1971,,4.005,0.123147092,,,
Nepal,1972,,4.198,0.126376812,,,
Nepal,1973,,4.399,0.128886376,,,
Nepal,1974,,4.61,0.128336173,,,
Nepal,1975,0.081640228,4.83,0.138114997,0.3,,
Nepal,1976,,5.061,0.130136986,0.3,,
Nepal,1977,,5.302,0.128740824,0.3,,
Nepal,1978,,5.553,0.135911602,0.4,,
Nepal,1979,,5.816,0.141709696,0.4,,
Nepal,1980,0.097663193,6.091,0.130756111,0.4,,
Nepal,1981,,6.376,0.143094842,0.4,,
Nepal,1982,,6.616,0.141396934,0.5,,
Nepal,1983,,6.864,0.136886102,0.5,,
Nepal,1984,,7.121,0.127338877,0.5,,
Nepal,1985,0.113586736,7.386,0.155670103,0.6,,
Nepal,1986,,7.66,0.158814187,0.6,,
Nepal,1987,,7.944,0.144941634,0.7,,
Nepal,1988,,8.238,0.150422786,0.7,,
Nepal,1989,,8.541,0.144089733,0.8,,
Nepal,1990,0.155460985,8.854,0.156648452,0.8,,
Nepal,1991,,9.18,0.15015688,0.9,,
Nepal,1992,,9.582,0.152815013,0.9,,
Nepal,1993,,9.999,0.160510716,1,,
Nepal,1994,,10.433,0.15680212,1,,
Nepal,1995,0.201062449,10.883,0.15747331,1.1,,
Nepal,1996,,11.35,0.152115212,1.2,,
Nepal,1997,,11.834,0.156140351,1.3,,
Nepal,1998,,12.336,0.161047028,1.4,,
Nepal,1999,,12.857,0.169550173,1.5,,
Nepal,2000,0.225206809,13.397,0.168211921,1.6,19.64,
Nepal,2001,,13.947,0.169877408,1.7,,
Nepal,2002,,14.24,0.17104112,1.8,,
Nepal,2003,,14.538,0.171562367,1.9,,
Nepal,2004,,14.841,0.166736665,2,,
Nepal,2005,0.206642226,15.149,0.166045549,2.1,25.13,
Nepal,2006,,15.462,0.169740151,2.3,,
Nepal,2007,,15.781,0.175020542,2.4,,
Nepal,2008,,16.105,0.181709265,2.6,,
Nepal,2009,,16.434,0.181818182,2.7,,
Nepal,2019,,20.153,0.21049023,,50.01,Stage 2
Nepal,2011,,17.108,0.194274809,3.1,,Stage 2
Nepal,2012,,17.458,0.198211624,3.3,,Stage 2
Nepal,2018,,19.74,0.213642659,,,Stage 2
Nepal,2013,,17.815,0.199045171,3.5,,Stage 2
Nepal,2010,0.295715991,16.768,0.194239004,2.9,37.36,Stage 2
Nepal,2014,,18.182,0.19740166,3.7,,Stage 2
Nepal,2015,0.305248563,18.557,0.200142197,3.9,47.15,Stage 2
Nepal,2016,,18.942,0.214408825,4.1,,Stage 2
Nepal,2017,,19.336,0.214285714,,44.68,Stage 2
Nepal,2020,0.326626168,20.576,,,,
Nepal,2021,,21.008,,,53.66,
Nepal,2022,,21.451,,,,
Nepal,2023,,21.903,,,,
Nepal,2024,,22.366,,,,
Nepal,2025,,22.838,,,,
Nepal,2026,,23.32,,,,
Nepal,2027,,23.813,,,,
Nepal,2028,,24.315,,,,
Nepal,2029,,24.828,,,,
Nepal,2030,,25.35,,,,
New Zealand,1956,,73.91,,,,Stage 3
New Zealand,1955,0.495522474,73.627,,,,Stage 3
New Zealand,1950,0.484297204,72.523,,,,Stage 3
New Zealand,1957,,74.442,,,,Stage 3
New Zealand,1954,,73.408,,,,Stage 3
New Zealand,1952,,72.968,,,,Stage 3
New Zealand,1959,,75.487,,,,Stage 3
New Zealand,1958,,74.968,,,,Stage 3
New Zealand,1951,,72.746,,,,Stage 3
New Zealand,1953,,73.189,,,,Stage 3
New Zealand,1960,0.509576211,75.998,,,,
New Zealand,1961,,76.525,0.565710474,,,
New Zealand,1962,,77.133,0.583168317,,,
New Zealand,1963,,77.73,0.571996028,,,
New Zealand,1964,,78.317,0.556470201,,,
New Zealand,1965,0.515368455,78.891,0.568279039,,,
New Zealand,1966,,79.421,0.578465425,,,
New Zealand,1967,,79.852,0.590894309,,,
New Zealand,1968,,80.277,0.585662611,,,
New Zealand,1969,,80.695,0.580942961,,,
New Zealand,1973,,82.141,0.597468354,,,Stage 3
New Zealand,1971,,81.491,0.607893885,,,Stage 3
New Zealand,1979,,83.328,0.580851745,12.2,,Stage 3
New Zealand,1976,,83.028,0.613732607,11.2,,Stage 3
