country,year,ahdi,percent_urban,western_diet_index,obesity,UHC_index,predicted_stage
New Zealand,1972,,81.819,0.606138107,,,Stage 3
New Zealand,1975,0.569755383,82.774,0.591575663,10.9,,Stage 3
New Zealand,1977,,83.128,0.578947368,11.5,,Stage 3
New Zealand,1970,0.537302701,81.106,0.591493571,,,Stage 3
New Zealand,1978,,83.229,0.584139869,11.9,,Stage 3
New Zealand,1974,,82.46,0.598547063,,,Stage 3
New Zealand,1980,0.574854013,83.428,0.575824873,12.5,,
New Zealand,1981,,83.511,0.588179218,12.9,,
New Zealand,1982,,83.552,0.575815131,13.2,,
New Zealand,1983,,83.592,0.58469588,13.6,,
New Zealand,1984,,83.633,0.600063532,13.9,,
New Zealand,1985,0.599622152,83.673,0.587439614,14.3,,
New Zealand,1986,,83.78,0.587037037,14.7,,
New Zealand,1987,,84.025,0.576391024,15.1,,
New Zealand,1988,,84.268,0.577102079,15.5,,
New Zealand,1989,,84.506,0.572281584,15.9,,
New Zealand,1999,,85.941,0.49605343,21,,Stage 2
New Zealand,1996,,85.7,0.522500755,19.4,,Stage 2
New Zealand,1997,,85.781,0.521385542,19.9,,Stage 2
New Zealand,1990,0.618627618,84.742,0.580664472,16.4,,Stage 2
New Zealand,1995,0.652051399,85.553,0.523881499,18.8,,Stage 2
New Zealand,1994,,85.404,0.516207951,18.3,,Stage 2
New Zealand,1998,,85.861,0.497733454,20.4,,Stage 2
New Zealand,1991,,84.95,0.572256098,16.9,,Stage 2
New Zealand,1993,,85.254,0.53515625,17.8,,Stage 2
New Zealand,1992,,85.103,0.55152439,17.3,,Stage 2
New Zealand,2009,,86.22,0.532880519,26.6,,Stage 3
New Zealand,2000,0.698187865,86.021,0.508793208,21.5,75.45,Stage 3
New Zealand,2001,,86.1,0.527424853,22.1,,Stage 3
New Zealand,2006,,86.4,0.540657976,24.9,,Stage 3
New Zealand,2007,,86.34,0.545454545,25.5,,Stage 3
New Zealand,2008,,86.28,0.542168675,26.1,,Stage 3
New Zealand,2004,,86.281,0.541461916,23.8,,Stage 3
New Zealand,2002,,86.161,0.536411528,22.7,,Stage 3
New Zealand,2003,,86.221,0.543870566,23.2,,Stage 3
New Zealand,2005,0.740416317,86.341,0.539817629,24.4,79.63,Stage 3
New Zealand,2012,,86.161,0.522008679,28.4,,Stage 3
New Zealand,2014,,86.281,0.5,29.6,,Stage 3
New Zealand,2015,0.771536774,86.341,0.493830969,30.2,84.51,Stage 3
New Zealand,2011,,86.1,0.578995996,27.8,,Stage 3
New Zealand,2013,,86.221,0.530593607,29,,Stage 3
New Zealand,2018,,86.538,0.506394641,,,Stage 3
New Zealand,2016,,86.4,0.492610837,30.8,,Stage 3
New Zealand,2017,,86.466,0.494451295,,85.59,Stage 3
New Zealand,2019,,86.615,0.516938899,,84.52,Stage 3
New Zealand,2010,0.748523241,86.16,0.52022756,27.2,81.87,Stage 3
New Zealand,2029,,87.699,,,,
New Zealand,2020,0.811641741,86.699,,,,
New Zealand,2021,,86.789,,,84.83,
New Zealand,2022,,86.884,,,,
New Zealand,2023,,86.985,,,,
New Zealand,2024,,87.091,,,,
New Zealand,2025,,87.203,,,,
New Zealand,2026,,87.319,,,,
New Zealand,2027,,87.441,,,,
New Zealand,2028,,87.568,,,,
New Zealand,2030,,87.835,,,,
Palestine,1950,,37.3,,,,
Palestine,1951,,37.957,,,,
Palestine,1952,,38.619,,,,
Palestine,1953,,39.284,,,,
Palestine,1954,,39.954,,,,
Palestine,1955,,40.627,,,,
Palestine,1956,,41.305,,,,
Palestine,1957,,41.985,,,,
Palestine,1958,,42.668,,,,
Palestine,1959,,43.355,,,,
Palestine,1969,,53.222,,,,
Palestine,1968,,52.145,,,,
Palestine,1960,,44.044,,,,
Palestine,1961,,44.734,,,,
Palestine,1962,,45.661,,,,
Palestine,1963,,46.737,,,,
Palestine,1964,,47.818,,,,
Palestine,1965,,48.898,,,,
Palestine,1966,,49.98,,,,
Palestine,1967,,51.062,,,,
Palestine,1970,,54.298,,,,
Palestine,1971,,55.371,,,,
Palestine,1972,,56.439,,,,
Palestine,1973,,57.499,,,,
Palestine,1974,,58.553,,,,
Palestine,1975,,59.6,,,,
Palestine,1976,,60.164,,,,
Palestine,1977,,60.723,,,,
Palestine,1978,,61.281,,,,
Palestine,1979,,61.836,,,,
Palestine,1980,,62.388,,,,
Palestine,1981,,62.936,,,,
Palestine,1982,,63.481,,,,
Palestine,1983,,64.022,,,,
Palestine,1984,,64.561,,,,
Palestine,1985,,65.095,,,,
Palestine,1986,,65.626,,,,
Palestine,1987,,66.152,,,,
Palestine,1988,,66.676,,,,
Palestine,1989,,67.194,,,,
Palestine,1999,,71.747,,,,
Palestine,1990,,67.709,,,,
Palestine,1991,,68.219,,,,
Palestine,1992,,68.726,,,,
Palestine,1993,,69.227,,,,
Palestine,1994,,69.724,,,,
Palestine,1995,,70.216,,,,
Palestine,1996,,70.705,,,,
Palestine,1997,,71.187,,,,
Palestine,1998,,71.524,,,,
Palestine,2009,,73.923,,,,
Palestine,2000,,71.969,,,,
Palestine,2001,,72.189,,,,
Palestine,2002,,72.409,,,,
Palestine,2003,,72.627,,,,
Palestine,2004,,72.845,,,,
Palestine,2005,,73.061,,,,
Palestine,2006,,73.276,,,,
Palestine,2007,,73.491,,,,
Palestine,2008,,73.704,,,,
Palestine,2010,,74.149,,,,
Palestine,2011,,74.381,,,,
Palestine,2012,,74.619,,,,
Palestine,2013,,74.863,,,,
Palestine,2014,,75.113,,,,
Palestine,2015,,75.368,,,,
Palestine,2016,,75.628,,,,
Palestine,2017,,75.894,,,,
Palestine,2018,,76.164,,,,
Palestine,2019,,76.44,,,,
Palestine,2020,,76.719,,,,
Palestine,2021,,77.003,,,,
Palestine,2022,,77.291,,,,
Palestine,2023,,77.582,,,,
Palestine,2024,,77.877,,,,
Palestine,2025,,78.176,,,,
Palestine,2026,,78.477,,,,
Palestine,2027,,78.781,,,,
Palestine,2028,,79.088,,,,
Palestine,2029,,79.396,,,,
Palestine,2030,,79.707,,,,
Panama,1957,,39.573,,,,
Panama,1958,,40.129,,,,
Panama,1950,0.198750876,35.763,,,,
Panama,1951,,36.298,,,,
Panama,1952,,36.837,,,,
Panama,1953,,37.377,,,,
Panama,1954,,37.922,,,,
Panama,1955,0.224963443,38.469,,,,
Panama,1956,,39.021,,,,
Panama,1959,,40.688,,,,
Panama,1969,,47.038,0.317131474,,,
Panama,1960,0.244760634,41.249,,,,
Panama,1961,,41.853,0.309662921,,,
Panama,1962,,42.494,0.311276794,,,
Panama,1963,,43.137,0.323049802,,,
Panama,1964,,43.784,0.318322296,,,
Panama,1965,0.252319332,44.431,0.344071588,,,
Panama,1966,,45.08,0.315008726,,,
Panama,1967,,45.732,0.317527519,,,
Panama,1968,,46.385,0.331100879,,,
Panama,1970,0.212664561,47.64,0.31884058,,,
Panama,1971,,47.919,0.34197731,,,
Panama,1972,,48.199,0.390769231,,,
Panama,1973,,48.479,0.381888082,,,
Panama,1974,,48.759,0.354609929,,,
Panama,1975,0.235757923,49.038,0.341143765,6,,
Panama,1976,,49.319,0.399550562,6.2,,
Panama,1977,,49.598,0.375650781,6.4,,
Panama,1978,,49.879,0.412937528,6.7,,
Panama,1979,,50.159,0.408785298,6.9,,
Panama,1989,,53.497,0.406602954,9.8,,Stage 2
Panama,1982,,51.126,0.430788591,7.7,,Stage 2
Panama,1980,0.256812289,50.447,0.441681736,7.1,,Stage 2
Panama,1985,0.266503085,52.143,0.416764133,8.5,,Stage 2
Panama,1988,,53.159,0.414180718,9.5,,Stage 2
Panama,1983,,51.465,0.43550394,7.9,,Stage 2
Panama,1981,,50.786,0.417554325,7.4,,Stage 2
Panama,1987,,52.82,0.441860465,9.2,,Stage 2
Panama,1986,,52.482,0.430769231,8.8,,Stage 2
Panama,1984,,51.805,0.444353183,8.2,,Stage 2
Panama,1998,,60.632,0.436459602,13.7,,Stage 2
Panama,1996,,58.978,0.424744898,12.7,,Stage 2
Panama,1997,,59.807,0.461401952,13.2,,Stage 2
Panama,1994,,57.301,0.411211129,11.8,,Stage 2
Panama,1990,0.365499708,53.903,0.427364865,10.2,,Stage 2
Panama,1995,0.454331964,58.141,0.417634409,12.2,,Stage 2
Panama,1999,,61.451,0.464597902,14.2,,Stage 2
Panama,1993,,56.456,0.4100041,11.3,,Stage 2
Panama,1991,,54.757,0.443087658,10.5,,Stage 2
Panama,1992,,55.609,0.406666667,10.9,,Stage 2
Panama,2000,0.473317209,62.198,0.43139901,14.7,61.61,
Panama,2001,,62.497,0.404010239,15.2,,
Panama,2002,,62.794,0.396063961,15.7,,
Panama,2003,,63.091,0.381803412,16.2,,
Panama,2004,,63.387,0.390598291,16.7,,
Panama,2005,0.497177528,63.682,0.385601986,17.2,67.4,
Panama,2006,,63.976,0.387679671,17.7,,
Panama,2007,,64.268,0.380320187,18.2,,
Panama,2008,,64.56,0.386294028,18.6,,
Panama,2009,,64.851,0.387543253,19.1,,
Panama,2010,0.511822708,65.14,0.404224326,19.6,71.88,
Panama,2011,,65.437,0.412227386,20.1,,
Panama,2012,,65.741,0.4042777,20.6,,
Panama,2013,,66.052,0.408213408,21.1,,
Panama,2014,,66.371,0.408756567,21.6,,
Panama,2015,0.544526698,66.696,0.408056042,22.2,74.59,
Panama,2016,,67.027,0.394148021,22.7,,
Panama,2017,,67.365,0.389790399,,77.35,
Panama,2018,,67.709,0.372555306,,,
Panama,2019,,68.059,0.391006843,,78.79,
Panama,2020,0.552035484,68.414,,,,
Panama,2021,,68.775,,,78.22,
Panama,2022,,69.141,,,,
Panama,2023,,69.512,,,,
Panama,2024,,69.888,,,,
Panama,2025,,70.268,,,,
Panama,2026,,70.652,,,,
Panama,2027,,71.04,,,,
Panama,2028,,71.432,,,,
Panama,2029,,71.826,,,,
Panama,2030,,72.223,,,,
Romania,1958,,32.857,,,,
Romania,1959,,33.529,,,,
Romania,1950,0.150522213,25.625,,,,
Romania,1951,,26.58,,,,
Romania,1952,,27.559,,,,
Romania,1953,,28.557,,,,
Romania,1954,,29.578,,,,
Romania,1955,0.167270054,30.619,,,,
Romania,1956,,31.534,,,,
Romania,1957,,32.191,,,,
Romania,1969,,39.822,0.288107753,,,
Romania,1968,,39.328,0.28291874,,,
Romania,1960,0.179724817,34.209,,,,
Romania,1961,,34.894,0.232042254,,,
Romania,1962,,35.586,0.247144341,,,
Romania,1963,,36.284,0.242051282,,,
Romania,1964,,36.989,0.257932446,,,
Romania,1965,0.201894568,37.697,0.263263936,,,
Romania,1966,,38.345,0.264676617,,,
Romania,1967,,38.835,0.277722278,,,
Romania,1978,,44.649,0.392759355,9,,
Romania,1970,0.207895349,40.319,0.319541029,,,
Romania,1971,,40.818,0.31997328,,,
Romania,1972,,41.319,0.337598425,,,
Romania,1973,,41.821,0.340336134,,,
Romania,1974,,42.325,0.330069488,,,
Romania,1975,0.219962103,42.831,0.357003891,8.3,,
Romania,1976,,43.339,0.372668909,8.5,,
Romania,1977,,43.942,0.388206388,8.8,,
Romania,1979,,45.358,0.415942928,9.3,,
Romania,1980,0.225710011,46.07,0.401569859,9.6,,
Romania,1981,,46.781,0.383959583,9.9,,
Romania,1982,,47.495,0.390195429,10.2,,
Romania,1983,,48.21,0.396381579,10.5,,
Romania,1984,,48.926,0.406229929,10.9,,
Romania,1985,0.231967939,49.641,0.409638554,11.2,,
Romania,1986,,50.357,0.397654941,11.5,,
Romania,1987,,51.073,0.398160763,11.9,,
Romania,1988,,51.79,0.39498645,12.3,,
Romania,1989,,52.504,0.379228687,12.6,,
Romania,1999,,53.158,0.376285347,15.9,,
Romania,1990,0.360095927,53.217,0.419861722,13,,
Romania,1991,,53.93,0.432132031,13.4,,
Romania,1992,,54.227,0.406184851,13.7,,
Romania,1993,,54.074,0.377981052,14.1,,
Romania,1994,,53.922,0.384408602,14.4,,
Romania,1995,0.411088744,53.769,0.386038961,14.7,,
Romania,1996,,53.616,0.391052462,15,,
Romania,1997,,53.463,0.366169799,15.3,,
Romania,1998,,53.311,0.379032258,15.6,,
Romania,2002,,52.78,0.3951205,16.8,,Stage 1
Romania,2009,,53.698,0.416642336,19.4,,Stage 1
Romania,2007,,53.436,0.42681858,18.6,,Stage 1
Romania,2006,,53.305,0.421852595,18.2,,Stage 1
Romania,2008,,53.567,0.41543371,19,,Stage 1
Romania,2000,0.434888433,53.004,0.388575016,16.2,68.63,Stage 1
Romania,2005,0.454752116,53.174,0.411781692,17.8,71.76,Stage 1
Romania,2003,,52.912,0.403677758,17.1,,Stage 1
Romania,2001,,52.852,0.390920171,16.5,,Stage 1
Romania,2004,,53.043,0.390087464,17.5,,Stage 1
Romania,2013,,53.937,0.391634981,21.1,,Stage 2
Romania,2012,,53.974,0.395704619,20.7,,Stage 2
Romania,2015,0.539657259,53.887,0.431350437,22.1,77.64,Stage 2
Romania,2018,,53.998,0.422972237,,,Stage 2
Romania,2016,,53.9,0.434082709,22.5,,Stage 2
Romania,2014,,53.9,0.426398852,21.6,,Stage 2
Romania,2019,,54.084,0.426981542,,78.57,Stage 2
Romania,2010,0.505170486,53.829,0.403669725,19.8,73.73,Stage 2
Romania,2017,,53.936,0.431006047,,78.08,Stage 2
Romania,2011,,53.96,0.395520189,20.2,,Stage 2
Romania,2020,0.5531515,54.194,,,,
Romania,2021,,54.329,,,78.39,
Romania,2022,,54.489,,,,
Romania,2023,,54.672,,,,
Romania,2024,,54.88,,,,
Romania,2025,,55.113,,,,
Romania,2026,,55.369,,,,
Romania,2027,,55.649,,,,
Romania,2028,,55.953,,,,
Romania,2029,,56.28,,,,
Romania,2030,,56.63,,,,
Russia,1950,0.127400112,44.087,,,,
Russia,1951,,45.054,,,,
Russia,1952,,46.027,,,,
Russia,1953,,46.999,,,,
Russia,1954,,47.976,,,,
Russia,1955,0.160633179,48.954,,,,
Russia,1956,,49.934,,,,
Russia,1957,,50.912,,,,
Russia,1958,,51.89,,,,
Russia,1959,,52.832,,,,
Russia,1960,0.178765113,53.731,,,,
Russia,1961,,54.626,,,,
Russia,1962,,55.518,,,,
Russia,1963,,56.408,,,,
Russia,1964,,57.294,,,,
Russia,1965,0.186815521,58.173,,,,
Russia,1966,,59.048,,,,
Russia,1967,,59.918,,,,
Russia,1968,,60.783,,,,
Russia,1969,,61.638,,,,
Russia,1970,0.195202442,62.471,,,,
Russia,1971,,63.278,,,,
Russia,1972,,64.078,,,,
Russia,1973,,64.869,,,,
Russia,1974,,65.652,,,,
Russia,1975,0.201713773,66.427,,13.9,,
Russia,1976,,67.194,,14.2,,
Russia,1977,,67.95,,14.4,,
Russia,1978,,68.698,,14.7,,
Russia,1979,,69.305,,15,,
Russia,1988,,73.181,,16.9,,
Russia,1989,,73.398,,17.1,,
Russia,1980,0.212596835,69.751,,15.2,,
Russia,1981,,70.193,,15.4,,
Russia,1982,,70.631,,15.7,,
Russia,1983,,71.066,,15.9,,
Russia,1984,,71.497,,16.1,,
Russia,1985,0.22296333,71.923,,16.3,,
Russia,1986,,72.346,,16.5,,
Russia,1987,,72.765,,16.7,,
Russia,1990,0.303774093,73.394,,17.3,,
Russia,1991,,73.389,,17.5,,
Russia,1992,,73.385,0.404947475,17.6,,
Russia,1993,,73.381,0.410881175,17.8,,
Russia,1994,,73.376,0.412044913,18,,
Russia,1995,0.369857289,73.372,0.412388775,18.1,,
Russia,1996,,73.367,0.413082119,18.3,,
Russia,1997,,73.363,0.414092329,18.5,,
Russia,1998,,73.359,0.418975069,18.7,,
Russia,1999,,73.354,0.417525773,18.8,,
Russia,2000,0.351672433,73.35,0.418300654,19,54.26,Stage 2
Russia,2005,0.346514578,73.463,0.425623653,20.2,49.88,Stage 2
Russia,2007,,73.553,0.433979136,20.7,,Stage 2
Russia,2006,,73.508,0.431907795,20.4,,Stage 2
Russia,2004,,73.418,0.42675967,19.9,,Stage 2
Russia,2001,,73.346,0.413516226,19.3,,Stage 2
Russia,2002,,73.341,0.418490689,19.5,,Stage 2
Russia,2009,,73.642,0.4410612,21.2,,Stage 2
Russia,2008,,73.598,0.438356164,20.9,,Stage 2
Russia,2003,,73.373,0.421663443,19.7,,Stage 2
Russia,2012,,73.791,0.450819672,21.9,,Stage 2
Russia,2013,,73.863,0.456540825,22.2,,Stage 2
Russia,2014,,73.95,0.452763966,22.5,,Stage 2
Russia,2011,,73.732,0.445890006,21.7,,Stage 2
Russia,2010,0.373721621,73.687,0.444544096,21.4,70.12,Stage 2
Russia,2016,,74.164,0.457227139,23.1,,Stage 2
Russia,2015,0.373076122,74.05,0.450323339,22.8,73.76,Stage 2
Russia,2019,,74.587,0.456942004,,79.07,Stage 2
Russia,2017,,74.292,0.459601874,,77.49,Stage 2
Russia,2018,,74.433,0.464557704,,,Stage 2
Russia,2020,0.376618518,74.754,,,,
Russia,2021,,74.934,,,79.16,
Russia,2022,,75.126,,,,
Russia,2023,,75.331,,,,
Russia,2024,,75.548,,,,
Russia,2025,,75.776,,,,
Russia,2026,,76.016,,,,
Russia,2027,,76.268,,,,
Russia,2028,,76.53,,,,
Russia,2029,,76.802,,,,
Russia,2030,,77.084,,,,
Saudi Arabia,1957,,28.008,,,,
Saudi Arabia,1958,,29.066,,,,
Saudi Arabia,1959,,30.146,,,,
Saudi Arabia,1950,0.103714773,21.3,,,,
Saudi Arabia,1951,,22.182,,,,
Saudi Arabia,1952,,23.091,,,,
Saudi Arabia,1953,,24.023,,,,
Saudi Arabia,1954,,24.982,,,,
Saudi Arabia,1955,0.114203964,25.966,,,,
Saudi Arabia,1956,,26.977,,,,
Saudi Arabia,1960,0.120378569,31.25,,,,
Saudi Arabia,1961,,32.373,0.132734003,,,
Saudi Arabia,1962,,33.518,0.135163128,,,
Saudi Arabia,1963,,35.011,0.146714213,,,
Saudi Arabia,1964,,36.872,0.156705173,,,
Saudi Arabia,1965,0.135916216,38.769,0.16921559,,,
Saudi Arabia,1966,,40.702,0.165187377,,,
Saudi Arabia,1967,,42.665,0.18128655,,,
Saudi Arabia,1968,,44.654,0.191541079,,,
Saudi Arabia,1969,,46.655,0.189965904,,,
Saudi Arabia,1978,,62.925,0.271494965,12.7,,
Saudi Arabia,1979,,64.405,0.294300518,13.3,,
Saudi Arabia,1970,0.144876945,48.669,0.19049904,,,
Saudi Arabia,1971,,50.688,0.212632594,,,
Saudi Arabia,1972,,52.707,0.256933543,,,
Saudi Arabia,1973,,54.712,0.20231823,,,
Saudi Arabia,1974,,56.704,0.206051122,,,
Saudi Arabia,1975,0.15989437,58.349,0.227565692,10.8,,
Saudi Arabia,1976,,59.897,0.249520154,11.4,,
Saudi Arabia,1977,,61.421,0.241423126,12.1,,
Saudi Arabia,1989,,75.93,0.342886387,19.5,,
Saudi Arabia,1980,0.176293844,65.86,0.344559585,14,,
Saudi Arabia,1981,,67.281,0.36331513,14.6,,
Saudi Arabia,1982,,68.673,0.370025674,15.2,,
Saudi Arabia,1983,,70.033,0.366826156,15.8,,
Saudi Arabia,1984,,71.36,0.358020478,16.5,,
Saudi Arabia,1985,0.189259853,72.647,0.322389102,17.1,,
Saudi Arabia,1986,,73.9,0.366861741,17.7,,
Saudi Arabia,1987,,74.589,0.36611418,18.3,,
Saudi Arabia,1988,,75.267,0.338898164,18.9,,
Saudi Arabia,1994,,78.429,0.309722222,22.2,,Stage 2
Saudi Arabia,1990,0.205043025,76.583,0.347208457,20,,Stage 2
Saudi Arabia,1998,,79.383,0.322347772,25,,Stage 2
Saudi Arabia,1999,,79.616,0.333842862,25.6,,Stage 2
Saudi Arabia,1993,,78.186,0.327509421,21.7,,Stage 2
Saudi Arabia,1992,,77.851,0.32768553,21.1,,Stage 2
Saudi Arabia,1997,,79.147,0.310322989,24.2,,Stage 2
Saudi Arabia,1995,0.218139746,78.67,0.309492419,22.9,,Stage 2
Saudi Arabia,1996,,78.91,0.313186813,23.5,,Stage 2
Saudi Arabia,1991,,77.223,0.340039578,20.6,,Stage 2
Saudi Arabia,2000,0.230727711,79.848,0.342544792,26.2,64.68,
Saudi Arabia,2001,,80.077,0.343902439,26.7,,
Saudi Arabia,2002,,80.304,0.336642879,27.1,,
Saudi Arabia,2003,,80.53,0.346309561,27.5,,
Saudi Arabia,2004,,80.754,0.328888889,27.9,,
Saudi Arabia,2005,0.248860375,80.979,0.336583831,28.4,67.25,
Saudi Arabia,2006,,81.204,0.331371942,29,,
Saudi Arabia,2007,,81.427,0.32301022,29.6,,
Saudi Arabia,2008,,81.649,0.339285714,30.2,,
Saudi Arabia,2009,,81.867,0.348646948,30.8,,
Saudi Arabia,2011,,82.302,0.359769067,32.1,,Stage 2
Saudi Arabia,2010,0.267116736,82.084,0.352372318,31.5,68.97,Stage 2
Saudi Arabia,2012,,82.52,0.375831165,32.8,,Stage 2
Saudi Arabia,2013,,82.74,0.371412003,33.4,,Stage 2
Saudi Arabia,2019,,84.065,0.33733562,,72.4,Stage 2
Saudi Arabia,2014,,82.96,0.378891195,34.1,,Stage 2
Saudi Arabia,2015,0.288348486,83.18,0.354951797,34.7,70.73,Stage 2
Saudi Arabia,2016,,83.401,0.360300491,35.4,,Stage 2
Saudi Arabia,2017,,83.622,0.349265764,,72.6,Stage 2
Saudi Arabia,2018,,83.844,0.340798163,,,Stage 2
Saudi Arabia,2020,0.307039369,84.287,,,,
Saudi Arabia,2021,,84.508,,,74.37,
Saudi Arabia,2022,,84.729,,,,
Saudi Arabia,2023,,84.95,,,,
Saudi Arabia,2024,,85.171,,,,
Saudi Arabia,2025,,85.391,,,,
Saudi Arabia,2026,,85.611,,,,
Saudi Arabia,2027,,85.83,,,,
Saudi Arabia,2028,,86.048,,,,
Saudi Arabia,2029,,86.265,,,,
Saudi Arabia,2030,,86.481,,,,
Singapore,1950,0.194074032,99.445,,,,
Singapore,1951,,99.884,,,,
Singapore,1952,,99.976,,,,
Singapore,1953,,100,,,,
Singapore,1954,,100,,,,
Singapore,1955,0.21595026,100,,,,
Singapore,1956,,100,,,,
Singapore,1957,,100,,,,
Singapore,1958,,100,,,,
Singapore,1959,,100,,,,
Singapore,1960,0.25696206,100,,,,
Singapore,1961,,100,,,,
Singapore,1962,,100,,,,
Singapore,1963,,100,,,,
Singapore,1964,,100,,,,
Singapore,1965,0.272809827,100,,,,
Singapore,1966,,100,,,,
Singapore,1967,,100,,,,
Singapore,1968,,100,,,,
Singapore,1969,,100,,,,
Singapore,1970,0.306875334,100,,,,
Singapore,1971,,100,,,,
Singapore,1972,,100,,,,
Singapore,1973,,100,,,,
Singapore,1974,,100,,,,
Singapore,1975,0.319511885,100,,3,,
Singapore,1976,,100,,3,,
Singapore,1977,,100,,3.1,,
Singapore,1978,,100,,3.1,,
Singapore,1979,,100,,3.2,,
Singapore,1985,0.356387194,100,,3.4,,
Singapore,1986,,100,,3.5,,
Singapore,1987,,100,,3.5,,
Singapore,1980,0.33474004,100,,3.2,,
Singapore,1981,,100,,3.2,,
Singapore,1982,,100,,3.3,,
Singapore,1983,,100,,3.3,,
Singapore,1984,,100,,3.4,,
Singapore,1988,,100,,3.6,,
Singapore,1989,,100,,3.6,,
Singapore,1991,,100,,3.8,,Stage 1
Singapore,1994,,100,,4,,Stage 1
Singapore,1995,0.427697262,100,,4,,Stage 1
Singapore,1993,,100,,3.9,,Stage 1
Singapore,1997,,100,,4.2,,Stage 1
Singapore,1998,,100,,4.3,,Stage 1
Singapore,1999,,100,,4.3,,Stage 1
Singapore,1992,,100,,3.8,,Stage 1
Singapore,1990,0.389016294,100,,3.7,,Stage 1
Singapore,1996,,100,,4.1,,Stage 1
Singapore,2000,0.480582754,100,,4.4,63.87,
Singapore,2001,,100,,4.5,,
Singapore,2002,,100,,4.6,,
Singapore,2003,,100,,4.7,,
Singapore,2004,,100,,4.8,,
Singapore,2005,0.483710632,100,,4.9,70.14,
Singapore,2006,,100,,5,,
Singapore,2007,,100,,5.1,,
Singapore,2008,,100,,5.2,,
Singapore,2009,,100,,5.3,,
Singapore,2019,,100,,,87.9,Stage 1
Singapore,2011,,100,,5.5,,Stage 1
Singapore,2012,,100,,5.6,,Stage 1
Singapore,2010,0.548471728,100,,5.4,81.54,Stage 1
Singapore,2015,0.604582069,100,,6,86.54,Stage 1
Singapore,2016,,100,,6.1,,Stage 1
Singapore,2013,,100,,5.7,,Stage 1
Singapore,2014,,100,,5.8,,Stage 1
Singapore,2017,,100,,,87.6,Stage 1
Singapore,2018,,100,,,,Stage 1
Singapore,2029,,100,,,,
Singapore,2024,,100,,,,
Singapore,2025,,100,,,,
Singapore,2026,,100,,,,
Singapore,2027,,100,,,,
Singapore,2020,0.618628063,100,,,,
Singapore,2021,,100,,,88.51,
Singapore,2022,,100,,,,
Singapore,2023,,100,,,,
Singapore,2028,,100,,,,
Singapore,2030,,100,,,,
Taiwan,1950,0.130994863,26.842,,,,
Taiwan,1951,,27.28,,,,
Taiwan,1952,,27.722,,,,
Taiwan,1953,,28.168,,,,
Taiwan,1954,,28.619,,,,
Taiwan,1955,0.153299431,29.074,,,,
Taiwan,1956,,29.534,,,,
Taiwan,1957,,29.996,,,,
Taiwan,1958,,30.464,,,,
Taiwan,1959,,30.936,,,,
Taiwan,1968,,35.423,0.20133438,,,
Taiwan,1969,,35.951,0.208672087,,,
Taiwan,1967,,34.897,0.19138756,,,
Taiwan,1966,,34.375,0.184210526,,,
Taiwan,1960,0.165846708,31.412,,,,
Taiwan,1961,,31.891,0.157956778,,,
Taiwan,1962,,32.374,0.153536977,,,
Taiwan,1963,,32.862,0.165028665,,,
Taiwan,1964,,33.353,0.171360571,,,
Taiwan,1965,0.182723944,33.857,0.17253803,,,
Taiwan,1970,0.207009361,36.484,0.221970555,,,
Taiwan,1971,,37.019,0.214956783,,,
Taiwan,1972,,37.559,0.222958057,,,
Taiwan,1973,,38.101,0.253899166,,,
Taiwan,1974,,38.646,0.25658363,,,
Taiwan,1975,0.231664904,39.784,0.265412748,,,
Taiwan,1976,,41.538,0.277192982,,,
Taiwan,1977,,43.309,0.303157895,,,
Taiwan,1978,,45.1,0.32890133,,,
Taiwan,1979,,46.904,0.340846047,,,
Taiwan,1989,,64.615,0.413094836,,,
Taiwan,1983,,54.152,0.385698407,,,
Taiwan,1984,,55.951,0.383781764,,,
Taiwan,1982,,52.344,0.356024754,,,
Taiwan,1985,0.29291685,57.73,0.40102078,,,
Taiwan,1986,,59.491,0.412589928,,,
Taiwan,1987,,61.228,0.416489738,,,
Taiwan,1980,0.262034117,48.718,0.32382311,,,
Taiwan,1981,,50.531,0.338651197,,,
Taiwan,1988,,62.94,0.414668057,,,
Taiwan,1992,,67.472,0.456916474,,,Stage 1
Taiwan,1993,,67.776,0.460403976,,,Stage 1
Taiwan,1990,0.379638064,66.257,0.435333333,,,Stage 1
Taiwan,1991,,67.166,0.461943987,,,Stage 1
Taiwan,1997,,68.979,0.455808081,,,Stage 1
Taiwan,1994,,68.079,0.46685879,,,Stage 1
Taiwan,1995,0.425010548,68.381,0.473667411,,,Stage 1
Taiwan,1996,,68.681,0.466391883,,,Stage 1
Taiwan,1998,,69.276,0.460332694,,,Stage 1
Taiwan,1999,,69.572,0.45451674,,,Stage 1
Taiwan,2006,,72.782,0.478405316,,,Stage 1
Taiwan,2000,0.557286522,69.866,0.465658475,,,Stage 1
Taiwan,2001,,70.278,0.461588542,,,Stage 1
Taiwan,2002,,70.789,0.468841762,,,Stage 1
Taiwan,2003,,71.295,0.458892892,,,Stage 1
Taiwan,2004,,71.797,0.467081559,,,Stage 1
Taiwan,2005,0.602372073,72.292,0.473355263,,,Stage 1
Taiwan,2007,,73.266,0.479166667,,,Stage 1
Taiwan,2008,,73.746,0.484280936,,,Stage 1
Taiwan,2009,,74.219,0.473279893,,,Stage 1
Taiwan,2019,,78.553,0.499006623,,,Stage 1
Taiwan,2010,0.645576874,74.687,0.47944755,,,Stage 1
